accession,submission_date,sequence_length,organism
KY766921,30-APR-2019,16692,Tetraogallus tibetanus
MK108195,21-APR-2019,16705,Numenius tenuirostris
NC_041094,18-MAR-2019,16812,Chloris sinica
MH700653,19-MAR-2019,16798,Piranga leucoptera
MH700652,19-MAR-2019,16795,Piranga leucoptera
MH700651,19-MAR-2019,16810,Piranga rubriceps
MH700650,19-MAR-2019,16809,Piranga rubriceps
MH700649,19-MAR-2019,16802,Piranga erythrocephala
MH700648,19-MAR-2019,16806,Piranga erythrocephala
MH700647,19-MAR-2019,16808,Piranga bidentata
MH700646,19-MAR-2019,16809,Piranga bidentata
MH700645,19-MAR-2019,16806,Piranga ludoviciana
MH700644,19-MAR-2019,16804,Piranga ludoviciana
MH700643,19-MAR-2019,16809,Piranga olivacea
MH700642,19-MAR-2019,16810,Piranga olivacea
MH700641,19-MAR-2019,16805,Piranga hepatica
MH700640,19-MAR-2019,16806,Piranga hepatica
MH700639,19-MAR-2019,16803,Piranga lutea
MH700638,19-MAR-2019,16813,Piranga flava
MH700637,19-MAR-2019,16814,Piranga flava
MH700636,19-MAR-2019,16803,Piranga lutea
MH700635,19-MAR-2019,16805,Piranga rubra
MH700634,19-MAR-2019,16805,Piranga rubra
MH700633,19-MAR-2019,16787,Piranga roseogularis
MH700632,19-MAR-2019,16782,Piranga roseogularis
MH700631,19-MAR-2019,16801,Cardinalis cardinalis
MH229988,18-MAR-2019,17149,Rallus aquaticus
MH219930,18-MAR-2019,17647,Gallirallus striatus
MH219929,18-MAR-2019,16855,Hydrophasianus chirurgus
NC_040858,13-FEB-2019,17719,Haliaeetus albicilla
MK386464,16-MAR-2019,17873,Circus teauteensis
MK294166,16-MAR-2019,17272,Harpagornis moorei
MK294165,16-MAR-2019,17666,Hieraaetus pennatus
MK294164,16-MAR-2019,17659,Hieraaetus morphnoides
MK294163,16-MAR-2019,17858,Circus assimilis
MK453380,06-MAR-2019,16902,Turnix velox
MK453379,06-MAR-2019,16874,Gymnorhina tibicen
MK453378,06-MAR-2019,17284,Aquila audax
NC_040986,27-FEB-2019,16630,Mergus merganser
NC_040975,27-FEB-2019,16805,Carpodacus rubicilloides
NC_040970,27-FEB-2019,16785,Gallus gallus
NC_040902,22-FEB-2019,16784,Gallus gallus spadiceus
MK290260,16-FEB-2019,15577,Megadyptes antipodes richdalei
MK290259,16-FEB-2019,15585,Megadyptes antipodes richdalei
MK290258,16-FEB-2019,15554,Megadyptes waitaha
MK290257,16-FEB-2019,15571,Megadyptes waitaha
MK290256,16-FEB-2019,15567,Megadyptes antipodes antipodes
MK290255,16-FEB-2019,15595,Megadyptes antipodes antipodes
MK290254,16-FEB-2019,15560,Eudyptes warhami
MK290253,16-FEB-2019,15573,Eudyptes warhami
MK290252,16-FEB-2019,15571,Eudyptes schlegeli
MK290251,16-FEB-2019,15572,Eudyptes schlegeli
MK290250,16-FEB-2019,15574,Eudyptes schlegeli
MK290249,16-FEB-2019,15572,Eudyptes schlegeli
MK290248,16-FEB-2019,15566,Eudyptes sclateri
MK290247,16-FEB-2019,15567,Eudyptes robustus
MK290246,16-FEB-2019,15572,Eudyptes pachyrhynchus
MK290245,16-FEB-2019,15556,Eudyptes filholi
MK290243,16-FEB-2019,15690,Eudyptes moseleyi
MH363715,12-FEB-2019,16805,Carpodacus rubicilloides
MK043028,11-FEB-2019,17719,Haliaeetus albicilla
MG837548,04-FEB-2019,16787,Gallus gallus
MG837547,04-FEB-2019,16785,Gallus gallus
MH047558,27-JAN-2019,16812,Chloris sinica
KU140668,25-JAN-2019,16622,Tadorna tadorna
KU140667,25-JAN-2019,16630,Mergus merganser
LR026997,10-JAN-2019,16884,Seicercus examinandus
LR026996,10-JAN-2019,16884,Seicercus examinandus
EU410487,17-DEC-2008,17559,Urodynamis taitensis
NC_040006,03-DEC-2018,16963,Erythrogenys gravivox
NC_040005,03-DEC-2018,17603,Indicator xanthonotus
NC_040004,03-DEC-2018,18656,Ardea insignis
NC_039892,09-NOV-2018,16811,Prodotiscus insignis
NC_039891,09-NOV-2018,16788,Megalaima virens
NC_039890,09-NOV-2018,16825,Jynx ruficollis
NC_039889,09-NOV-2018,16841,Indicator maculatus
NC_039843,09-NOV-2018,16699,Perdix perdix
NC_039538,06-NOV-2018,16770,Niltava davidi
NC_039537,06-NOV-2018,17180,Picumnus innominatus
MH737742,14-NOV-2018,16963,Erythrogenys gravivox
MH737741,14-NOV-2018,17603,Indicator xanthonotus
MH737740,14-NOV-2018,18656,Ardea insignis
MH133967,05-NOV-2018,18808,Nestor notabilis
KX838508,31-OCT-2018,16699,Perdix perdix
KX838507,31-OCT-2018,16697,Perdix hodgsoniae
MK060143,30-OCT-2018,16811,Prodotiscus insignis
MK060136,30-OCT-2018,16788,Megalaima virens
MK060133,30-OCT-2018,16825,Jynx ruficollis
MK060132,30-OCT-2018,16841,Indicator maculatus
MK060129,30-OCT-2018,16819,Dryocopus pileatus
MK060152,30-OCT-2018,15541,Corythornis leucogaster
MK060147,30-OCT-2018,15515,Upupa epops
MK060146,30-OCT-2018,15631,Trogon personatus
MK060145,30-OCT-2018,15563,Todus angustirostris
MK060144,30-OCT-2018,15551,Rhinopomastus cyanomelas
MK060141,30-OCT-2018,15552,Phoeniculus purpureus
MK060140,30-OCT-2018,15625,Pharomachrus auriceps
MK060138,30-OCT-2018,15559,Momotus momota
MK060135,30-OCT-2018,15585,Malacoptila fusca
MK060134,30-OCT-2018,15540,Tockus camurus
MK060131,30-OCT-2018,15560,Geobiastes squamiger
MK060130,30-OCT-2018,15574,Galbula albirostris
MK060128,30-OCT-2018,15564,Dacelo novaeguineae
MK060127,30-OCT-2018,15558,Chloroceryle aenea
MK060125,30-OCT-2018,15547,Buceros rhinoceros
MK060124,30-OCT-2018,15584,Bucco macrodactylus
MK060123,30-OCT-2018,15538,Brachygalba albogularis
MK060122,30-OCT-2018,15634,Apaloderma narina
KY024217,01-OCT-2018,16770,Niltava davidi
KX831678,01-OCT-2018,17180,Picumnus innominatus
EU410491,17-DEC-2008,16148,Tyto alba
NC_039096,24-AUG-2018,16804,Tringa glareola
NC_038219,03-AUG-2018,18952,Bubo bubo
NC_038220,03-AUG-2018,18734,Bubo scandiacus
NC_038218,03-AUG-2018,18708,Strix uralensis
MH400248,22-AUG-2018,16973,Ara macao cyanopterus
MH400247,22-AUG-2018,16957,Ara macao cyanopterus
MH400246,22-AUG-2018,16993,Ara macao cyanopterus
MH400245,22-AUG-2018,16990,Ara macao cyanopterus
MH400244,22-AUG-2018,16992,Ara macao cyanopterus
MH400243,22-AUG-2018,16989,Ara macao cyanopterus
MH400242,22-AUG-2018,16950,Ara macao cyanopterus
MH400241,22-AUG-2018,16992,Ara macao cyanopterus
MH400240,22-AUG-2018,16994,Ara macao cyanopterus
MH400239,22-AUG-2018,16991,Ara macao cyanopterus
MH400238,22-AUG-2018,16964,Ara macao cyanopterus
MH400237,22-AUG-2018,16916,Ara macao cyanopterus
MH400236,22-AUG-2018,16989,Ara macao cyanopterus
MH400235,22-AUG-2018,16950,Ara macao cyanopterus
MH400234,22-AUG-2018,16840,Ara macao cyanopterus
EU417810,23-JUN-2009,16680,Lophura nycthemera
NC_038152,31-JUL-2018,17216,Anthracoceros coronatus
FJ236301,31-JUL-2018,15578,Spinus tristis
FJ236300,31-JUL-2018,15586,Haemorhous mexicanus
FJ236299,31-JUL-2018,15572,Tangara episcopus
FJ236298,31-JUL-2018,15580,Pheucticus melanocephalus
FJ236297,31-JUL-2018,15573,Passerina amoena
FJ236296,31-JUL-2018,15579,Piranga ludoviciana
FJ236295,31-JUL-2018,15573,Cardinalis cardinalis
FJ236294,31-JUL-2018,15581,Spizella atrogularis
FJ236293,31-JUL-2018,15573,Junco hyemalis
FJ236292,31-JUL-2018,15582,Zonotrichia leucophrys
FJ236291,31-JUL-2018,15578,Pipilo maculatus
FJ236290,31-JUL-2018,15574,Melospiza melodia
FJ236289,31-JUL-2018,15568,Agelaius phoeniceus
FJ236288,31-JUL-2018,15569,Sturnella neglecta
FJ236287,31-JUL-2018,15588,Icterus bullockii
FJ236286,31-JUL-2018,15560,Geothlypis tolmiei
FJ236285,31-JUL-2018,15583,Setophaga coronata
FJ236284,31-JUL-2018,15586,Leiothlypis celata
KY128485,27-JUL-2018,16804,Tringa glareola
NC_037521,24-APR-2018,16805,Serinus canaria
NC_037406,24-APR-2018,16955,Porzana paykullii
NC_013244,18-SEP-2009,17264,Hemiphaga novaeseelandiae
NC_037702,05-JUL-2018,16712,Pygoscelis papua
MG681084,28-JUN-2018,18734,Bubo scandiacus
MG681083,28-JUN-2018,18952,Bubo bubo
MG681082,28-JUN-2018,18709,Strix uralensis
MG681081,28-JUN-2018,18708,Strix uralensis
MF435900,24-JUN-2018,17216,Anthracoceros coronatus
KU361806,31-OCT-2017,16659,Spheniscus magellanicus
KU361805,31-OCT-2017,16659,Spheniscus humboldti
KU361804,31-OCT-2017,16427,Spheniscus magellanicus
KU361803,31-OCT-2017,16546,Spheniscus magellanicus
KU356677,09-MAY-2018,16712,Pygoscelis papua
KU356676,09-MAY-2018,16765,Pygoscelis adeliae
KU356675,09-MAY-2018,16764,Pygoscelis adeliae
KU356674,09-MAY-2018,16656,Pygoscelis antarcticus
KU356673,09-MAY-2018,16663,Pygoscelis antarcticus
KM891593,31-OCT-2017,16658,Spheniscus humboldti
KY039437,03-MAY-2018,16785,Gallus gallus
KY039436,03-MAY-2018,16785,Gallus gallus
KY039435,03-MAY-2018,16785,Gallus gallus
KY039434,03-MAY-2018,16785,Gallus gallus
KY039433,03-MAY-2018,16785,Gallus gallus
KY039432,03-MAY-2018,16785,Gallus gallus
KY039431,03-MAY-2018,16785,Gallus gallus
KY039430,03-MAY-2018,16785,Gallus gallus
KY039429,03-MAY-2018,16785,Gallus gallus
KY039428,03-MAY-2018,16785,Gallus gallus
KY039427,03-MAY-2018,16785,Gallus gallus
KY039426,03-MAY-2018,16785,Gallus gallus
KY039425,03-MAY-2018,16785,Gallus gallus
KY039424,03-MAY-2018,16785,Gallus gallus
KY039423,03-MAY-2018,16785,Gallus gallus
KY039422,03-MAY-2018,16785,Gallus gallus
KY039421,03-MAY-2018,16785,Gallus gallus
KY039420,03-MAY-2018,16785,Gallus gallus
KY039419,03-MAY-2018,16785,Gallus gallus
KY039418,03-MAY-2018,16785,Gallus gallus
KY039417,03-MAY-2018,16785,Gallus gallus
KY039416,03-MAY-2018,16785,Gallus gallus
KY039415,03-MAY-2018,16785,Gallus gallus
KY039414,03-MAY-2018,16785,Gallus gallus
KY039413,03-MAY-2018,16785,Gallus gallus
KY039412,03-MAY-2018,16785,Gallus gallus
KY039411,03-MAY-2018,16785,Gallus gallus
KY039410,03-MAY-2018,16785,Gallus gallus
KY039409,03-MAY-2018,16785,Gallus gallus
KY039408,03-MAY-2018,16785,Gallus gallus
KY039407,03-MAY-2018,16785,Gallus gallus
KY039406,03-MAY-2018,16785,Gallus gallus
KY039405,03-MAY-2018,16785,Gallus gallus
KY039404,03-MAY-2018,16785,Gallus gallus
KY039403,03-MAY-2018,16785,Gallus gallus
KY039402,03-MAY-2018,16785,Gallus gallus
KY039401,03-MAY-2018,16785,Gallus gallus
KY039400,03-MAY-2018,16785,Gallus gallus
KY039399,03-MAY-2018,16785,Gallus gallus
KY039398,03-MAY-2018,16785,Gallus gallus
KY039397,03-MAY-2018,16785,Gallus gallus
KY039396,03-MAY-2018,16785,Gallus gallus
KY039395,03-MAY-2018,16785,Gallus gallus
KY039394,03-MAY-2018,16785,Gallus gallus
KY039393,03-MAY-2018,16785,Gallus gallus
KY039392,03-MAY-2018,16785,Gallus gallus
KY039391,03-MAY-2018,16785,Gallus gallus
KY039390,03-MAY-2018,16785,Gallus gallus
KY039389,03-MAY-2018,16785,Gallus gallus
KY039388,03-MAY-2018,16785,Gallus gallus
KY039387,03-MAY-2018,16785,Gallus gallus
KY039386,03-MAY-2018,16785,Gallus gallus
KY039385,03-MAY-2018,16785,Gallus gallus
KY039384,03-MAY-2018,16785,Gallus gallus
KY039383,03-MAY-2018,16785,Gallus gallus
KY039382,03-MAY-2018,16785,Gallus gallus
KY039381,03-MAY-2018,16785,Gallus gallus
NC_037154,23-MAR-2018,16973,Lepidocolaptes angustirostris
NC_037153,23-MAR-2018,16768,Sicalis olivascens
NC_036345,01-DEC-2017,16707,Sterna hirundo
MG200164,10-MAR-2018,16955,Porzana paykullii
KY050718,06-MAR-2018,16926,Corvus splendens
KY628989,28-FEB-2018,16973,Lepidocolaptes angustirostris
KY628988,28-FEB-2018,16768,Sicalis olivascens
KY018687,23-FEB-2018,16930,Corvus splendens
KY018686,23-FEB-2018,16930,Corvus splendens
KY018685,23-FEB-2018,16930,Corvus splendens
KY018684,23-FEB-2018,16930,Corvus splendens
KY018683,23-FEB-2018,16927,Corvus splendens
KY018682,23-FEB-2018,16930,Corvus splendens
KY018681,23-FEB-2018,16930,Corvus splendens
KY018680,23-FEB-2018,16930,Corvus splendens
KY018679,23-FEB-2018,16930,Corvus splendens
KY018678,23-FEB-2018,16930,Corvus splendens
KY018677,23-FEB-2018,16930,Corvus splendens
KY018676,23-FEB-2018,16930,Corvus splendens
KY018675,23-FEB-2018,16926,Corvus splendens
KY018674,23-FEB-2018,16930,Corvus splendens
KY018673,23-FEB-2018,16930,Corvus splendens
KY018672,23-FEB-2018,16930,Corvus splendens
KY018671,23-FEB-2018,16931,Corvus splendens
KY018670,23-FEB-2018,16923,Corvus splendens
KY018669,23-FEB-2018,16930,Corvus splendens
KY018668,23-FEB-2018,16926,Corvus splendens
KY018667,23-FEB-2018,16930,Corvus splendens
KY018666,23-FEB-2018,16930,Corvus splendens
KY018665,23-FEB-2018,16930,Corvus splendens
KY018664,23-FEB-2018,16919,Corvus splendens
KY018663,23-FEB-2018,16945,Corvus splendens
KY018662,23-FEB-2018,16928,Corvus splendens
KY018661,23-FEB-2018,16930,Corvus splendens
KY018660,23-FEB-2018,16927,Corvus splendens
KY018659,23-FEB-2018,16926,Corvus splendens
KY018658,23-FEB-2018,16926,Corvus splendens
KY018657,23-FEB-2018,16927,Corvus splendens
KY018656,23-FEB-2018,16928,Corvus splendens
KY018655,23-FEB-2018,16925,Corvus splendens
KY018654,23-FEB-2018,16926,Corvus splendens
KY018653,23-FEB-2018,16926,Corvus splendens
KY018652,23-FEB-2018,16927,Corvus splendens
KY018651,23-FEB-2018,16927,Corvus splendens
KY018650,23-FEB-2018,16926,Corvus splendens
KY018649,23-FEB-2018,16926,Corvus splendens
KY018648,23-FEB-2018,16910,Corvus splendens
KY018647,23-FEB-2018,16926,Corvus splendens
KY018646,23-FEB-2018,16927,Corvus splendens
KY018645,23-FEB-2018,16926,Corvus splendens
KY018644,23-FEB-2018,16926,Corvus splendens
KY018643,23-FEB-2018,16926,Corvus splendens
KY018642,23-FEB-2018,16926,Corvus splendens
KY018641,23-FEB-2018,16926,Corvus splendens
KY018640,23-FEB-2018,16926,Corvus splendens
KY018639,23-FEB-2018,16926,Corvus splendens
KY018638,23-FEB-2018,16926,Corvus splendens
KY018637,23-FEB-2018,16926,Corvus splendens
KY018636,23-FEB-2018,16925,Corvus splendens
KY018635,23-FEB-2018,16926,Corvus splendens
KY018634,23-FEB-2018,16926,Corvus splendens
KY018633,23-FEB-2018,16926,Corvus splendens
KY018632,23-FEB-2018,16926,Corvus splendens
KY018631,23-FEB-2018,16926,Corvus splendens
KY018630,23-FEB-2018,16926,Corvus splendens
KY018629,23-FEB-2018,16926,Corvus splendens
KY018628,23-FEB-2018,16927,Corvus splendens
KY018627,23-FEB-2018,16926,Corvus splendens
KY018626,23-FEB-2018,16926,Corvus splendens
KY018625,23-FEB-2018,16927,Corvus splendens
KY018624,23-FEB-2018,16927,Corvus splendens
KY018623,23-FEB-2018,16927,Corvus splendens
KY018622,23-FEB-2018,16936,Corvus splendens
KY018621,23-FEB-2018,16930,Corvus splendens
KY018620,23-FEB-2018,16910,Corvus splendens
KY018619,23-FEB-2018,16910,Corvus splendens
KY018618,23-FEB-2018,16910,Corvus splendens
KY018617,23-FEB-2018,16922,Corvus splendens
KY018616,23-FEB-2018,16926,Corvus splendens
KY018615,23-FEB-2018,16912,Corvus splendens
KY018614,23-FEB-2018,16931,Corvus splendens
KY018613,23-FEB-2018,16927,Corvus splendens
KY018612,23-FEB-2018,16926,Corvus splendens
KY018611,23-FEB-2018,16926,Corvus splendens
KY018610,23-FEB-2018,16927,Corvus splendens
KY018609,23-FEB-2018,16926,Corvus splendens
KY018608,23-FEB-2018,16926,Corvus splendens
KY018607,23-FEB-2018,16926,Corvus splendens
KY018606,23-FEB-2018,16926,Corvus splendens
KY994605,23-JAN-2018,16973,Colluricincla harmonica
NC_036613,17-JAN-2018,17743,Goura victoria
NC_036612,17-JAN-2018,17346,Otidiphaps nobilis
NC_036611,17-JAN-2018,17405,Trugon terrestris
KY994614,23-JAN-2018,16855,Acanthiza nana
KY994613,23-JAN-2018,16907,Artamus cyanopterus
KY994612,23-JAN-2018,16904,Pachycephala melanura
KY994611,23-JAN-2018,16917,Daphoenositta chrysoptera
KY994610,23-JAN-2018,16904,Pachycephala melanura
KY994609,23-JAN-2018,16907,Pachycephala occidentalis
KY994608,23-JAN-2018,16839,Cormobates leucophaeus
KY994607,23-JAN-2018,16904,Pachycephala melanura
KY994606,23-JAN-2018,16859,Smicrornis brevirostris
KY994604,23-JAN-2018,16925,Daphoenositta chrysoptera
KY994603,23-JAN-2018,16905,Artamus cyanopterus
KY994602,23-JAN-2018,16916,Pardalotus striatus
KY994601,23-JAN-2018,16973,Colluricincla harmonica
KY994600,23-JAN-2018,16908,Pachycephala pectoralis
KY994599,23-JAN-2018,16974,Colluricincla harmonica
KY994598,23-JAN-2018,16869,Climacteris picumnus
KY994597,23-JAN-2018,16952,Lalage tricolor
KY994596,23-JAN-2018,16859,Smicrornis brevirostris
KY994595,23-JAN-2018,16906,Pachycephala melanura
KY994594,23-JAN-2018,16841,Nesoptilotis leucotis
KY994593,23-JAN-2018,16977,Colluricincla harmonica
KY994592,23-JAN-2018,16916,Pardalotus punctatus
KY994591,23-JAN-2018,16841,Ptilotula penicillata
KY994590,23-JAN-2018,16838,Cormobates leucophaeus
KY994589,23-JAN-2018,16859,Acanthiza nana
KY994588,23-JAN-2018,16844,Ptilotula penicillata
KY994587,23-JAN-2018,16841,Manorina melanocephala
KY994586,23-JAN-2018,16924,Daphoenositta chrysoptera
KY994585,23-JAN-2018,16922,Pardalotus striatus
KY994584,23-JAN-2018,16844,Smicrornis brevirostris
KY994583,23-JAN-2018,16835,Nesoptilotis leucotis
KY994582,23-JAN-2018,16964,Colluricincla harmonica
KY994581,23-JAN-2018,16910,Pachycephala pectoralis
KY994580,23-JAN-2018,16840,Cormobates leucophaeus
KY994579,23-JAN-2018,16869,Climacteris picumnus
KY994578,23-JAN-2018,16923,Daphoenositta chrysoptera
KY994577,23-JAN-2018,16905,Pachycephala melanura
KT340629,10-OCT-2015,16778,Zoothera aurea
KX925606,19-DEC-2017,18754,Circus cyaneus
NC_036344,01-DEC-2017,16748,Gelochelidon nilotica
MF582632,08-NOV-2017,16707,Sterna hirundo
MF582631,08-NOV-2017,16748,Gelochelidon nilotica
MG590303,09-DEC-2017,17743,Goura victoria
MG590302,09-DEC-2017,17812,Goura victoria
MG590301,09-DEC-2017,17830,Goura victoria
MG590300,09-DEC-2017,17765,Goura victoria
MG590299,09-DEC-2017,17743,Goura victoria
MG590298,09-DEC-2017,17786,Goura victoria
MG590297,09-DEC-2017,17808,Goura victoria
MG590296,09-DEC-2017,17896,Goura victoria
MG590295,09-DEC-2017,17786,Goura victoria
MG590294,09-DEC-2017,17786,Goura victoria
MG590293,09-DEC-2017,17896,Goura victoria
MG590292,09-DEC-2017,17631,Goura victoria
MG590291,09-DEC-2017,17588,Goura victoria
MG590290,09-DEC-2017,17611,Goura victoria
MG590289,09-DEC-2017,17610,Goura victoria
MG590288,09-DEC-2017,18242,Goura sclaterii
MG590287,09-DEC-2017,18176,Goura sclaterii
MG590286,09-DEC-2017,18242,Goura sclaterii
MG590285,09-DEC-2017,18242,Goura sclaterii
MG590284,09-DEC-2017,17224,Goura scheepmakeri
MG590283,09-DEC-2017,17223,Goura scheepmakeri
MG590282,09-DEC-2017,17225,Goura scheepmakeri
MG590281,09-DEC-2017,17220,Goura scheepmakeri
MG590280,09-DEC-2017,17219,Goura scheepmakeri
MG590279,09-DEC-2017,18140,Goura sclaterii
MG590278,09-DEC-2017,18156,Goura sclaterii
MG590277,09-DEC-2017,18198,Goura sclaterii
MG590276,09-DEC-2017,17354,Geopelia striata
MG590275,09-DEC-2017,17514,Goura cristata
MG590274,09-DEC-2017,17294,Goura cristata
MG590273,09-DEC-2017,17319,Goura cristata
MG590272,09-DEC-2017,17468,Goura cristata
MG590271,09-DEC-2017,17589,Goura cristata
MG590270,09-DEC-2017,17558,Goura cristata
MG590269,09-DEC-2017,17426,Goura cristata
MG590268,09-DEC-2017,17408,Goura cristata
MG590267,09-DEC-2017,17448,Goura cristata
MG590266,09-DEC-2017,17389,Didunculus strigirostris
MG590265,09-DEC-2017,17346,Otidiphaps nobilis
MG590264,09-DEC-2017,17178,Caloenas nicobarica
MG590263,09-DEC-2017,17405,Trugon terrestris
MF595518,08-NOV-2017,16889,Ectopistes migratorius
MF595517,08-NOV-2017,16943,Ectopistes migratorius
MF595516,08-NOV-2017,16943,Ectopistes migratorius
MF595515,08-NOV-2017,16939,Ectopistes migratorius
NC_036050,18-OCT-2017,18094,Gyps fulvus
KX812499,11-OCT-2017,16771,Eophona personata
KX893247,30-SEP-2017,18094,Gyps fulvus
KX592585,22-SEP-2017,18578,Ardea intermedia
NC_035626,28-AUG-2017,17913,Napothera epilepidota
NC_035423,14-JUL-2017,17378,Himantopus himantopus
KX987152,24-APR-2017,16785,Gallus gallus
KX831093,20-AUG-2017,17913,Napothera epilepidota
KY974368,30-JUL-2017,16941,Ectopistes migratorius
KY974367,30-JUL-2017,16941,Ectopistes migratorius
KY974366,30-JUL-2017,16942,Ectopistes migratorius
KY974365,30-JUL-2017,16941,Ectopistes migratorius
KY974364,30-JUL-2017,16940,Ectopistes migratorius
KY974363,30-JUL-2017,16942,Ectopistes migratorius
KY974362,30-JUL-2017,16942,Ectopistes migratorius
KY974361,30-JUL-2017,16943,Ectopistes migratorius
KY974360,30-JUL-2017,16943,Ectopistes migratorius
KY974359,30-JUL-2017,16939,Ectopistes migratorius
KY974358,30-JUL-2017,16942,Ectopistes migratorius
KY974357,30-JUL-2017,16941,Ectopistes migratorius
KY974356,30-JUL-2017,16943,Ectopistes migratorius
KY974355,30-JUL-2017,16942,Ectopistes migratorius
KY974354,30-JUL-2017,16939,Ectopistes migratorius
KY974353,30-JUL-2017,16943,Ectopistes migratorius
KY974352,30-JUL-2017,16942,Ectopistes migratorius
KY974351,30-JUL-2017,16943,Ectopistes migratorius
KY974350,30-JUL-2017,16943,Ectopistes migratorius
KY974349,30-JUL-2017,16943,Ectopistes migratorius
KY974348,30-JUL-2017,16942,Ectopistes migratorius
KY974347,30-JUL-2017,16942,Ectopistes migratorius
KY974346,30-JUL-2017,16942,Ectopistes migratorius
KY974345,30-JUL-2017,16942,Ectopistes migratorius
KY974344,30-JUL-2017,16943,Ectopistes migratorius
KY974343,30-JUL-2017,16942,Ectopistes migratorius
KY974342,30-JUL-2017,16942,Ectopistes migratorius
KY974341,30-JUL-2017,16940,Ectopistes migratorius
KY974340,30-JUL-2017,16941,Ectopistes migratorius
KY974339,30-JUL-2017,16943,Ectopistes migratorius
KY974338,30-JUL-2017,16940,Ectopistes migratorius
KY974337,30-JUL-2017,16942,Ectopistes migratorius
KY974336,30-JUL-2017,16943,Ectopistes migratorius
KY974335,30-JUL-2017,16943,Ectopistes migratorius
KY829450,19-JUL-2017,16688,Alectoris chukar
KY623657,26-JUN-2017,16856,Recurvirostra avosetta
KY623656,26-JUN-2017,17378,Himantopus himantopus
MF188889,24-JUN-2017,16641,Pinguinus impennis
MF188888,24-JUN-2017,16635,Pinguinus impennis
MF188887,24-JUN-2017,16640,Pinguinus impennis
MF188886,24-JUN-2017,16637,Pinguinus impennis
MF188885,24-JUN-2017,16641,Pinguinus impennis
MF188884,24-JUN-2017,16631,Pinguinus impennis
MF188883,24-JUN-2017,16640,Pinguinus impennis
KY626009,24-JUN-2017,16739,Anser sp.
NC_034278,17-APR-2017,16858,Campephilus imperialis
KY260683,03-APR-2017,16943,Ectopistes migratorius
KY009737,07-MAR-2017,16978,Porzana pusilla
KY009736,07-MAR-2017,16935,Porzana fusca
KY412176,28-FEB-2017,16688,Aepyornis sp.
NC_033406,18-JAN-2017,16811,Amazilia brevirostris
NC_033405,18-JAN-2017,16821,Amazilia millerii
NC_033404,18-JAN-2017,16820,Amazilia rondoniae
KP722043,31-DEC-2016,16811,Amazilia brevirostris
KP722042,31-DEC-2016,16821,Amazilia millerii
KP722041,31-DEC-2016,16820,Amazilia rondoniae
NC_031897,14-NOV-2016,17074,Phalcoboenus australis
NC_031870,14-NOV-2016,17036,Caloenas maculata
NC_031869,14-NOV-2016,17090,Caloenas nicobarica
NC_031866,14-NOV-2016,17071,Didunculus strigirostris
NC_031864,14-NOV-2016,17092,Raphus cucullatus
NC_031819,14-NOV-2016,16830,Prunella strophiata
NC_031867,14-NOV-2016,17201,Columba rupestris
NC_031865,14-NOV-2016,17082,Goura cristata
NC_031863,14-NOV-2016,17132,Zenaida macroura
KX781319,03-DEC-2016,16784,Gallus gallus
KX781318,03-DEC-2016,16789,Gallus gallus
NC_031871,14-NOV-2016,17141,Alopecoenas salamonis
NC_031868,14-NOV-2016,17179,Columba jouyi
KX902250,06-NOV-2016,17141,Alopecoenas salamonis
KX902249,06-NOV-2016,17036,Caloenas maculata
KX902248,06-NOV-2016,17090,Caloenas nicobarica
KX902247,06-NOV-2016,17179,Columba jouyi
KX902246,06-NOV-2016,17201,Columba rupestris
KX902245,06-NOV-2016,17071,Didunculus strigirostris
KX902244,06-NOV-2016,16943,Ectopistes migratorius
KX902243,06-NOV-2016,16943,Ectopistes migratorius
KX902242,06-NOV-2016,17082,Goura cristata
KX902241,06-NOV-2016,16570,Otidiphaps nobilis
KX902240,06-NOV-2016,16967,Patagioenas fasciata monilis
KX902239,06-NOV-2016,16970,Patagioenas fasciata monilis
KX902238,06-NOV-2016,16644,Pezophaps solitaria
KX902237,06-NOV-2016,15637,Pterocles gutturalis
KX902236,06-NOV-2016,17092,Raphus cucullatus
KX902235,06-NOV-2016,17132,Zenaida macroura
KP064202,27-OCT-2016,17074,Phalcoboenus australis
NC_031518,21-OCT-2016,15593,Corvus moriorum
NC_031447,13-OCT-2016,17130,Streptopelia orientalis
NC_031374,13-OCT-2016,16798,Eophona migratoria
NC_031358,13-OCT-2016,17130,Psephotellus pulcherrimus
NC_031353,13-OCT-2016,16841,Psittirostra psittacea
NC_031352,13-OCT-2016,16641,Myadestes myadestinus
NC_031351,13-OCT-2016,16766,Heteralocha acutirostris
NC_031350,13-OCT-2016,16711,Callaeas cinereus
NC_031349,13-OCT-2016,16838,Akialoa obscura
NC_031348,13-OCT-2016,16804,Moho braccatus
NC_031347,13-OCT-2016,16784,Pinguinus impennis
KT182929,01-OCT-2016,17130,Streptopelia orientalis
KU975800,19-OCT-2016,16830,Prunella strophiata
AY309456,29-MAR-2004,15599,Strigops habroptila
KX822153,11-OCT-2016,15593,Corvus moriorum
NC_031157,23-SEP-2016,16785,Fringilla polatzeki
KX592536,28-SEP-2016,16604,Anas platyrhynchos
KU158198,26-SEP-2016,16858,Campephilus imperialis
KU158195,26-SEP-2016,17130,Psephotellus pulcherrimus
KU158197,26-SEP-2016,16932,Turnagra capensis
KU158196,26-SEP-2016,16841,Psittirostra psittacea
