accession,submission_date,sequence_length,organism
MG570419,06-FEB-2018,16621,Semotilus atromaculatus
MG570418,06-FEB-2018,16623,Semotilus atromaculatus
MG570417,06-FEB-2018,16650,Rhinichthys obtusus
MG570416,06-FEB-2018,16650,Rhinichthys obtusus
MG570415,06-FEB-2018,16739,Dorosoma cepedianum
MG570414,06-FEB-2018,16709,Notropis heterolepis
MG570413,06-FEB-2018,16709,Notropis heterolepis
MG570412,06-FEB-2018,16583,Notemigonus crysoleucas
MG570411,06-FEB-2018,16614,Erimyzon oblongus
MG570410,06-FEB-2018,16612,Erimyzon oblongus
MG570409,06-FEB-2018,16709,Notropis bifrenatus
MG570408,06-FEB-2018,16709,Notropis bifrenatus
MG570407,06-FEB-2018,16716,Notropis chalybaeus
MG570406,06-FEB-2018,16513,Ameiurus natalis
MF621768,18-NOV-2017,16832,Prosopium cylindraceum
MF621767,18-NOV-2017,16832,Prosopium cylindraceum
MF621766,18-NOV-2017,16820,Coregonus artedi
MF621765,18-NOV-2017,16820,Coregonus artedi
MF621764,18-NOV-2017,16752,Prosopium cylindraceum
MF621763,18-NOV-2017,16676,Salmo trutta
MF621762,18-NOV-2017,16676,Salmo trutta
MF621761,18-NOV-2017,16676,Salmo trutta
MF621760,18-NOV-2017,16676,Salmo trutta
MF621759,18-NOV-2017,16672,Prosopium cylindraceum
MF621758,18-NOV-2017,16661,Thymallus arcticus
MF621757,18-NOV-2017,16661,Thymallus arcticus
MF621756,18-NOV-2017,16661,Thymallus arcticus
MF621755,18-NOV-2017,16661,Thymallus arcticus
MF621754,18-NOV-2017,16661,Thymallus arcticus
MF621753,18-NOV-2017,16661,Thymallus arcticus
MF621752,18-NOV-2017,16661,Thymallus arcticus
MF621751,18-NOV-2017,16660,Oncorhynchus kisutch
MF621750,18-NOV-2017,16660,Oncorhynchus mykiss
MF621749,18-NOV-2017,16659,Oncorhynchus kisutch
MF621748,18-NOV-2017,16655,Salvelinus namaycush
MF621747,18-NOV-2017,16655,Salvelinus namaycush
MF621746,18-NOV-2017,16654,Salvelinus namaycush
MF621745,18-NOV-2017,16654,Salvelinus namaycush
MF621744,18-NOV-2017,16654,Salvelinus namaycush
MF621743,18-NOV-2017,16653,Salvelinus alpinus
MF621742,18-NOV-2017,16653,Salvelinus namaycush
MF621741,18-NOV-2017,16652,Salvelinus alpinus
MF621740,18-NOV-2017,16650,Salvelinus alpinus
MF621739,18-NOV-2017,16623,Salvelinus fontinalis
MF621738,18-NOV-2017,16623,Salvelinus fontinalis
MF621737,18-NOV-2017,16623,Salvelinus fontinalis
MF621736,18-NOV-2017,16540,Perca flavescens
MF621735,18-NOV-2017,16513,Ameiurus natalis
MF621734,18-NOV-2017,16513,Ameiurus nebulosus
MF621733,18-NOV-2017,16513,Ameiurus nebulosus
MF621732,18-NOV-2017,16512,Lepomis punctatus
MF621730,18-NOV-2017,16509,Pylodictis olivaris
MF621729,18-NOV-2017,16509,Pylodictis olivaris
MF621728,18-NOV-2017,16509,Pylodictis olivaris
MF621727,18-NOV-2017,16508,Pylodictis olivaris
MF621726,18-NOV-2017,16503,Lepomis gibbosus
MF621725,18-NOV-2017,16503,Lepomis gibbosus
MF621724,18-NOV-2017,16503,Lepomis gibbosus
MF621723,18-NOV-2017,16501,Lepomis auritus
MF621722,18-NOV-2017,16498,Ictalurus punctatus
MF621721,18-NOV-2017,16497,Ictalurus punctatus
MF621720,18-NOV-2017,16497,Ictalurus punctatus
MF621719,18-NOV-2017,16497,Pomoxis nigromaculatus
MF621718,18-NOV-2017,16497,Ictalurus punctatus
MF621717,18-NOV-2017,16497,Ictalurus punctatus
MF621716,18-NOV-2017,16496,Ictalurus punctatus
MF621715,18-NOV-2017,16496,Pomoxis nigromaculatus
MF621714,18-NOV-2017,16490,Lepomis macrochirus
MF621713,18-NOV-2017,16490,Lepomis macrochirus
MF621712,18-NOV-2017,16489,Lepomis macrochirus
MF621711,18-NOV-2017,16487,Micropterus dolomieu
MF621710,18-NOV-2017,16486,Micropterus dolomieu
MF101792,02-OCT-2017,16495,Scaphirhynchus suttkusi
MF101791,02-OCT-2017,16495,Scaphirhynchus suttkusi
MF101790,02-OCT-2017,16495,Scaphirhynchus albus
MF101789,02-OCT-2017,16495,Scaphirhynchus platorynchus
MF101788,02-OCT-2017,16495,Scaphirhynchus platorynchus
MF101787,02-OCT-2017,16495,Scaphirhynchus platorynchus
MF101786,02-OCT-2017,16495,Scaphirhynchus albus
MF101785,02-OCT-2017,16495,Scaphirhynchus albus
MF101784,02-OCT-2017,16495,Scaphirhynchus platorynchus
MF101783,02-OCT-2017,16495,Scaphirhynchus platorynchus
MF101782,02-OCT-2017,16495,Scaphirhynchus platorynchus
MF101781,02-OCT-2017,16495,Scaphirhynchus albus
MF101780,02-OCT-2017,16495,Scaphirhynchus albus
MF101779,02-OCT-2017,16495,Scaphirhynchus platorynchus
MF101778,02-OCT-2017,16495,Scaphirhynchus albus
MF101777,02-OCT-2017,16496,Scaphirhynchus albus
KU985086,28-MAY-2016,16520,Polyodon spathula
KU985085,28-MAY-2016,16520,Polyodon spathula
KU985083,28-MAY-2016,16625,Acipenser fulvescens
KU985082,28-MAY-2016,16707,Acipenser fulvescens
KU985080,28-MAY-2016,16569,Scaphirhynchus albus
KU985078,28-MAY-2016,16569,Scaphirhynchus albus x Scaphirhynchus platorynchus
KU985075,28-MAY-2016,16569,Scaphirhynchus platorynchus
KU985071,28-MAY-2016,16569,Scaphirhynchus platorynchus
KX817311,03-DEC-2016,16680,Acipenser brevirostrum
KX817310,03-DEC-2016,16680,Acipenser brevirostrum
KX817309,03-DEC-2016,16680,Acipenser brevirostrum
KX817308,03-DEC-2016,16680,Acipenser brevirostrum
KX817307,03-DEC-2016,16680,Acipenser brevirostrum
KX817306,03-DEC-2016,16680,Acipenser brevirostrum
KX817305,03-DEC-2016,16680,Acipenser brevirostrum
KX817304,03-DEC-2016,16680,Acipenser brevirostrum
KX817303,03-DEC-2016,16680,Acipenser brevirostrum
KX817302,03-DEC-2016,16680,Acipenser brevirostrum
KU985084,28-MAY-2016,16542,Acipenser fulvescens
KU985081,28-MAY-2016,16544,Acipenser fulvescens
KU985079,28-MAY-2016,16495,Scaphirhynchus albus
KU985077,28-MAY-2016,16495,Scaphirhynchus albus x Scaphirhynchus platorynchus
KU985076,28-MAY-2016,16494,Scaphirhynchus platorynchus
KU985074,28-MAY-2016,16565,Acipenser oxyrinchus oxyrinchus
KU985073,28-MAY-2016,16565,Acipenser oxyrinchus oxyrinchus
KU985072,28-MAY-2016,16495,Scaphirhynchus albus x Scaphirhynchus platorynchus
KU985070,28-MAY-2016,16542,Acipenser fulvescens
KU985069,28-MAY-2016,16494,Scaphirhynchus albus
MN170516,31-MAY-2020,17073,Thalassoma lunare
MN170515,31-MAY-2020,16523,Chaetodon wiebeli
MK613995,27-MAY-2020,16458,Minous monodactylus
NC_047480,26-APR-2020,18052,Benthosema pterotum
NC_047466,26-APR-2020,16536,Harpadon nehereus
NC_047299,26-APR-2020,16656,Synchiropus sycorax
NC_047227,26-APR-2020,16480,Favonigobius gymnauchen
NC_047207,26-APR-2020,16621,Megalobrama terminalis x Culter alburnus
NC_046944,10-APR-2020,16675,Sarcocheilichthys variegatus wakiyae
NC_046850,10-APR-2020,16530,Stichaeus nozawae
NC_046762,10-APR-2020,17452,Chionobathyscus dewitti
NC_046750,10-APR-2020,16491,Callionymus olidus
NC_046749,10-APR-2020,16511,Clarias macrocephalus
NC_046735,10-APR-2020,16598,Cynoglossus roulei
NC_046710,10-APR-2020,16654,Salvelinus taranetzi
MT199211,20-MAY-2020,16514,Cryptocentrus cinctus
MT199210,20-MAY-2020,16502,Nemateleotris magnifica
MT199208,20-MAY-2020,16894,Chromis viridis
MN952976,19-MAY-2020,16642,Lactarius lactarius
MK936042,17-MAY-2020,16673,Megalocottus platycephalus
MK936041,17-MAY-2020,16673,Megalocottus platycephalus
MT319027,16-MAY-2020,16638,Diplodus puntazzo
MK749691,13-MAY-2020,16594,Osteobrama belangeri
MT323118,12-MAY-2020,16595,Parabotia lijiangensis
MT192937,10-MAY-2020,16833,Muraenolepis orangiensis
MT192936,10-MAY-2020,19956,Notothenia rossii
MT199157,09-MAY-2020,16499,Menticirrhus littoralis
MT157320,05-MAY-2020,16714,Macrourus whitsoni
MN998653,04-MAY-2020,16571,Acanthochromis polyacanthus
MN533986,26-APR-2020,16607,Labeo rohita
MN266306,22-APR-2020,18052,Benthosema pterotum
MH204886,21-APR-2020,16465,Syngnathus schlegeli
MH204885,21-APR-2020,16536,Harpadon nehereus
MN171302,13-APR-2020,16519,Silurus soldatovi
MK895951,11-APR-2020,17385,Silurus asotus
MN732544,07-APR-2020,16656,Synchiropus sycorax
MN711646,07-APR-2020,16683,Sarcocheilichthys sinensis
MN830944,08-MAR-2020,16491,Callionymus olidus
MN194589,30-MAR-2020,16480,Favonigobius gymnauchen
MT081359,28-MAR-2020,16675,Sarcocheilichthys variegatus wakiyae
NC_046497,26-MAR-2020,16497,Ailia coila
NC_046462,26-MAR-2020,16586,Schizothorax griseus
NC_046442,26-MAR-2020,16560,Pseudogastromyzon fasciatus jiulongjiangensis
NC_046440,26-MAR-2020,16572,Pseudogastromyzon fangi
NC_046438,26-MAR-2020,16574,Pseudogastromyzon changtingensis tungpeiensis
NC_046581,26-MAR-2020,16459,Minous monodactylus
NC_046573,26-MAR-2020,16527,Istigobius campbelli
NC_046446,26-MAR-2020,16566,Pseudogastromyzon peristictus
NC_046445,26-MAR-2020,16561,Pseudogastromyzon meihuashanensis
NC_046444,26-MAR-2020,16568,Pseudogastromyzon lianjiangensis
NC_046443,26-MAR-2020,16561,Pseudogastromyzon laticeps
NC_046441,26-MAR-2020,16561,Pseudogastromyzon fasciatus fasciatus
NC_046439,26-MAR-2020,16567,Pseudogastromyzon cheni
NC_046437,26-MAR-2020,16571,Pseudogastromyzon changtingensis changtingensis
MN604232,24-MAR-2020,16621,Megalobrama terminalis x Culter alburnus
MK561854,18-MAR-2020,16530,Stichaeus nozawae
MH285824,18-MAR-2020,16566,Pseudogastromyzon peristictus
MH285823,18-MAR-2020,16561,Pseudogastromyzon myersi
MH285822,18-MAR-2020,16561,Pseudogastromyzon meihuashanensis
MH285821,18-MAR-2020,16568,Pseudogastromyzon lianjiangensis
MH285820,18-MAR-2020,16561,Pseudogastromyzon laticeps
MH285819,18-MAR-2020,16560,Pseudogastromyzon fasciatus jiulongjiangensis
MH285818,18-MAR-2020,16561,Pseudogastromyzon fasciatus fasciatus
MH285817,18-MAR-2020,16572,Pseudogastromyzon fangi
MH285816,18-MAR-2020,16567,Pseudogastromyzon cheni
MH271101,18-MAR-2020,16574,Pseudogastromyzon changtingensis tungpeiensis
MH271100,18-MAR-2020,16571,Pseudogastromyzon changtingensis changtingensis
NC_016195,15-NOV-2011,17111,Boleophthalmus pectinirostris
MT084757,15-MAR-2020,16616,Mylopharyngodon piceus
NC_046024,07-MAR-2020,17086,Pogonophryne albipinna
NC_046023,07-MAR-2020,16519,Barilius malabaricus
NC_045932,24-FEB-2020,16485,Sineleotris chalmersi
NC_045943,24-FEB-2020,16600,Sinocrossocheilus liuchengensis
NC_045935,24-FEB-2020,16767,Schizopygopsis kessleri
NC_045927,24-FEB-2020,16570,Gymnocanthus tricuspis
NC_045921,24-FEB-2020,16517,Opisthocentrus ocellatus
NC_045918,24-FEB-2020,16596,Discogobio laticeps
NC_045916,24-FEB-2020,16599,Semilabeo notabilis
NC_045877,24-FEB-2020,16497,Sturisomatichthys panamensis
NC_045875,24-FEB-2020,16653,Myoxocephalus jaok
NC_045872,24-FEB-2020,16537,Lycodes brevipes
MN104591,09-MAR-2020,17452,Chionobathyscus dewitti
MN510443,15-DEC-2019,16988,Paradiplospinus antarcticus
MT109097,08-MAR-2020,16511,Clarias macrocephalus
MK574671,04-MAR-2020,16598,Cynoglossus roulei
MK695631,04-MAR-2020,16654,Salvelinus taranetzi
MK695630,04-MAR-2020,16654,Salvelinus taranetzi
MK548578,03-MAR-2020,16505,Auxis rochei
MK458524,02-MAR-2020,16533,Leiocassis longirostris
MK433297,02-MAR-2020,16459,Minous monodactylus
MK430069,02-MAR-2020,16496,Siniperca knerii
MK421554,02-MAR-2020,16623,Parabramis pekinensis
MK409978,01-MAR-2020,16527,Istigobius campbelli
MK380726,26-FEB-2020,16926,Acheilognathus chankaensis
MK371068,24-FEB-2020,16561,Channa gachua
MK291479,24-FEB-2020,16582,Cyprinus carpio 'Guilin'
MK348534,24-FEB-2020,16497,Ailia coila
MK193857,19-FEB-2020,16497,Sturisomatichthys panamensis
MK263671,19-FEB-2020,17021,Hemigrammus bleheri
MK134714,18-FEB-2020,16896,Coilia brachygnathus
MN162695,18-FEB-2020,16653,Myoxocephalus jaok
MN162694,18-FEB-2020,16653,Myoxocephalus jaok
MK133251,18-FEB-2020,16537,Lycodes brevipes
MH644035,15-FEB-2020,16485,Sineleotris chalmersi
MK344191,15-FEB-2020,16552,Platycephalus sp. 1 JJX-2020
NC_045524,13-JAN-2020,16494,Stigmatogobius pleurostigma
MK344184,12-FEB-2020,16883,Thryssa dussumieri
MK204283,12-FEB-2020,16575,Gymnothorax minor
MK204282,12-FEB-2020,16570,Gymnocanthus tricuspis
MK568985,12-FEB-2020,16517,Opisthocentrus ocellatus
MH127917,12-FEB-2020,16596,Discogobio laticeps
MH048527,12-FEB-2020,16599,Semilabeo notabilis
MF688995,11-FEB-2020,16586,Schizothorax griseus
MF817726,09-FEB-2020,16600,Sinocrossocheilus liuchengensis
MN857243,04-FEB-2020,16767,Schizopygopsis kessleri
MN614417,03-FEB-2020,17086,Pogonophryne albipinna
MN650735,03-FEB-2020,16519,Barilius malabaricus
MN882155,02-FEB-2020,16567,Lepturichthys fimbriata
MN756662,29-JAN-2020,16634,Cobitis hugowolfeldi
MN756661,29-JAN-2020,16526,Liobagrus somjinensis
MN145877,27-JAN-2020,16589,Sinocyclocheilus microphthalmus
MK861919,20-JAN-2020,16576,Schizothorax davidi
MK292708,19-JAN-2020,16798,Trichiurus japonicus
MK757491,18-JAN-2020,16610,Anabarilius brevianalis
NC_045382,12-DEC-2019,16532,Stichaeus grigorjewi
NC_045285,12-DEC-2019,17857,Cryodraco antarcticus
NC_045250,12-DEC-2019,16603,Microphysogobio rapidus
NC_045245,12-DEC-2019,16612,Cottiusculus nihonkaiensis
MN581867,19-NOV-2019,16602,Microphysogobio jeoni
KU376498,04-JAN-2020,16494,Stigmatogobius pleurostigma
MN830943,25-DEC-2019,16600,Labeo catla
MK408452,25-DEC-2019,16939,Odontobutis potamophila
MK574146,21-DEC-2019,16898,Dysomma anguillare
MH035611,18-DEC-2019,16570,Gadus chalcogrammus
MH035610,18-DEC-2019,16570,Gadus chalcogrammus
MH035609,18-DEC-2019,16572,Gadus chalcogrammus
MH035608,18-DEC-2019,16568,Gadus chalcogrammus
MH035606,18-DEC-2019,16567,Gadus chalcogrammus
MH035605,18-DEC-2019,16571,Gadus chalcogrammus
MH035604,18-DEC-2019,16572,Gadus chalcogrammus
MH035603,18-DEC-2019,16572,Gadus chalcogrammus
MH035602,18-DEC-2019,16572,Gadus chalcogrammus
MH035601,18-DEC-2019,16566,Gadus chalcogrammus
MH035600,18-DEC-2019,16571,Gadus chalcogrammus
MH035599,18-DEC-2019,16570,Gadus chalcogrammus
MH035598,18-DEC-2019,16568,Gadus chalcogrammus
MH035597,18-DEC-2019,16571,Gadus chalcogrammus
MH035596,18-DEC-2019,16571,Gadus chalcogrammus
MH035595,18-DEC-2019,16569,Gadus chalcogrammus
MH035594,18-DEC-2019,16571,Gadus chalcogrammus
MH035593,18-DEC-2019,16572,Gadus chalcogrammus
MH035592,18-DEC-2019,16571,Gadus chalcogrammus
MH035591,18-DEC-2019,16572,Gadus chalcogrammus
MH035590,18-DEC-2019,16572,Gadus chalcogrammus
MH035589,18-DEC-2019,16569,Gadus chalcogrammus
MH035588,18-DEC-2019,16568,Gadus chalcogrammus
MH035587,18-DEC-2019,16571,Gadus chalcogrammus
MH035586,18-DEC-2019,16571,Gadus chalcogrammus
MH035585,18-DEC-2019,16569,Gadus chalcogrammus
MH035584,18-DEC-2019,16571,Gadus chalcogrammus
MH035583,18-DEC-2019,16571,Gadus chalcogrammus
MH035563,18-DEC-2019,16745,Boreogadus saida
MH035562,18-DEC-2019,16743,Boreogadus saida
MH035561,18-DEC-2019,16747,Boreogadus saida
MH035560,18-DEC-2019,16742,Boreogadus saida
MH035559,18-DEC-2019,16746,Boreogadus saida
MH035558,18-DEC-2019,16747,Boreogadus saida
MH035557,18-DEC-2019,16745,Boreogadus saida
MH035556,18-DEC-2019,16746,Boreogadus saida
MH035555,18-DEC-2019,16747,Boreogadus saida
MH035554,18-DEC-2019,16746,Boreogadus saida
MH035553,18-DEC-2019,16747,Boreogadus saida
MH035552,18-DEC-2019,16747,Boreogadus saida
MH035551,18-DEC-2019,16748,Boreogadus saida
MH035550,18-DEC-2019,16744,Boreogadus saida
MH035549,18-DEC-2019,16747,Boreogadus saida
MH035548,18-DEC-2019,16747,Boreogadus saida
MH035547,18-DEC-2019,16747,Boreogadus saida
MH035546,18-DEC-2019,16745,Boreogadus saida
MH035545,18-DEC-2019,16744,Boreogadus saida
MH035544,18-DEC-2019,16747,Boreogadus saida
MH035543,18-DEC-2019,16746,Boreogadus saida
MH035542,18-DEC-2019,16747,Boreogadus saida
MH035541,18-DEC-2019,16747,Boreogadus saida
MH035540,18-DEC-2019,16747,Boreogadus saida
MH035539,18-DEC-2019,16745,Boreogadus saida
MH035538,18-DEC-2019,16747,Boreogadus saida
MH035537,18-DEC-2019,16746,Boreogadus saida
MH035536,18-DEC-2019,16749,Boreogadus saida
MH035535,18-DEC-2019,16745,Boreogadus saida
MH035534,18-DEC-2019,16746,Boreogadus saida
MH035533,18-DEC-2019,16745,Boreogadus saida
MH035532,18-DEC-2019,16745,Boreogadus saida
MH035531,18-DEC-2019,16747,Boreogadus saida
MH035530,18-DEC-2019,16743,Boreogadus saida
MH035529,18-DEC-2019,16744,Boreogadus saida
MH035528,18-DEC-2019,16746,Boreogadus saida
MH035527,18-DEC-2019,16747,Boreogadus saida
MH035526,18-DEC-2019,16746,Boreogadus saida
MH035525,18-DEC-2019,16746,Boreogadus saida
MH035524,18-DEC-2019,16743,Boreogadus saida
MH035523,18-DEC-2019,16744,Boreogadus saida
MH035522,18-DEC-2019,16746,Boreogadus saida
MH035521,18-DEC-2019,16745,Boreogadus saida
MH035520,18-DEC-2019,16746,Boreogadus saida
MH035519,18-DEC-2019,16746,Boreogadus saida
MH035518,18-DEC-2019,16744,Boreogadus saida
MH035517,18-DEC-2019,16745,Boreogadus saida
MH035516,18-DEC-2019,16745,Boreogadus saida
MH035515,18-DEC-2019,16747,Boreogadus saida
MH035514,18-DEC-2019,16741,Boreogadus saida
MH035513,18-DEC-2019,16746,Boreogadus saida
MH035512,18-DEC-2019,16746,Boreogadus saida
MH035511,18-DEC-2019,16746,Boreogadus saida
MH035510,18-DEC-2019,16745,Boreogadus saida
MH035509,18-DEC-2019,16743,Boreogadus saida
MH035508,18-DEC-2019,16747,Boreogadus saida
MH035507,18-DEC-2019,16746,Boreogadus saida
MH035506,18-DEC-2019,16741,Boreogadus saida
MH035505,18-DEC-2019,16743,Boreogadus saida
MH035504,18-DEC-2019,16746,Boreogadus saida
MH035503,18-DEC-2019,16745,Boreogadus saida
MH035502,18-DEC-2019,16746,Boreogadus saida
MH035501,18-DEC-2019,16743,Boreogadus saida
MK156771,18-DEC-2019,16573,Cobitis macrostigma
NC_045225,25-NOV-2019,16640,Iksookimia yongdokensis
NC_045224,25-NOV-2019,16820,Microphysogobio jeoni
NC_045214,25-NOV-2019,16541,Glyptothorax annandalei
NC_045213,25-NOV-2019,16589,Creteuchiloglanis kamengensis
NC_045206,25-NOV-2019,16538,Eleginus gracilis
MK387705,11-DEC-2019,16573,Yunnanilus pulcherrimus
MK387704,11-DEC-2019,16573,Sinocyclocheilus yishanensis
MK387703,11-DEC-2019,16588,Cophecheilus bamen
MK387702,11-DEC-2019,16610,Aphyocypris pulchrilineata
NC_045188,25-NOV-2019,16541,Hypostomus francisci
MK791189,10-DEC-2019,16373,Epinephelus fuscoguttatus
MH409959,10-DEC-2019,16996,Brama dussumieri
MK078120,09-DEC-2019,16582,Tatia intermedia
MK240352,27-NOV-2019,16532,Stichaeus grigorjewi
MN603795,25-NOV-2019,16671,Cyprinion semiplotum
MK941847,23-NOV-2019,17857,Cryodraco antarcticus
MN581868,19-NOV-2019,16640,Iksookimia yongdokensis
MN396887,19-NOV-2019,16541,Glyptothorax annandalei
MN396886,19-NOV-2019,16589,Creteuchiloglanis kamengensis
MK234847,17-NOV-2019,16782,Hypomesus nipponensis
MK234846,17-NOV-2019,16782,Hypomesus nipponensis
MK234845,17-NOV-2019,16782,Hypomesus nipponensis
MK234844,17-NOV-2019,16782,Hypomesus nipponensis
MH713708,17-NOV-2019,16603,Microphysogobio rapidus
MK224511,12-NOV-2019,16612,Cottiusculus nihonkaiensis
MH061100,10-NOV-2019,16538,Eleginus gracilis
MH061099,10-NOV-2019,16538,Eleginus gracilis
MH061098,10-NOV-2019,16538,Eleginus gracilis
MH061097,10-NOV-2019,16538,Eleginus gracilis
MH061096,10-NOV-2019,16539,Eleginus gracilis
MH061095,10-NOV-2019,16539,Eleginus gracilis
MH061094,10-NOV-2019,16539,Eleginus gracilis
MH061093,10-NOV-2019,16540,Eleginus gracilis
MH061092,10-NOV-2019,16538,Eleginus gracilis
MH061091,10-NOV-2019,16539,Eleginus gracilis
MH061090,10-NOV-2019,16539,Eleginus gracilis
MH061089,10-NOV-2019,16538,Eleginus gracilis
MH061088,10-NOV-2019,16536,Eleginus gracilis
MH061087,10-NOV-2019,16539,Eleginus gracilis
MH061086,10-NOV-2019,16538,Eleginus gracilis
MH061085,10-NOV-2019,16539,Eleginus gracilis
MH061084,10-NOV-2019,16539,Eleginus gracilis
MH061083,10-NOV-2019,16536,Eleginus gracilis
MH061082,10-NOV-2019,16538,Eleginus gracilis
MH061081,10-NOV-2019,16538,Eleginus gracilis
MH061080,10-NOV-2019,16538,Eleginus gracilis
MH061079,10-NOV-2019,16538,Eleginus gracilis
MH061078,10-NOV-2019,16538,Eleginus gracilis
MH061077,10-NOV-2019,16533,Eleginus gracilis
MH061076,10-NOV-2019,16534,Eleginus gracilis
MH061075,10-NOV-2019,16538,Eleginus gracilis
MH061074,10-NOV-2019,16538,Eleginus gracilis
MH061073,10-NOV-2019,16538,Eleginus gracilis
MH061072,10-NOV-2019,16538,Eleginus gracilis
MH061071,10-NOV-2019,16537,Eleginus gracilis
MH061070,10-NOV-2019,16538,Eleginus gracilis
MH061069,10-NOV-2019,16538,Eleginus gracilis
MH061068,10-NOV-2019,16538,Eleginus gracilis
MH061067,10-NOV-2019,16538,Eleginus gracilis
