AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample
GCA_013368575.1,Megalops cyprinoides (Indo-Pacific tarpon),Megalops cyprinoides,104.34,2020/06/23 00:00,Vertebrate Genomes Project,465753,465753,SAMN12623619
GCA_007364235.1,Archocentrus centrarchus (flier cichlid),Archocentrus centrarchus,76,2019/07/24 00:00,Vertebrate Genomes Project,455563,456957,SAMN09948522
GCA_902148835.1,Salarias fasciatus (jewelled blenny),Salarias fasciatus,96,2019/07/03 00:00,SC,421533,424591,SAMEA4966329
GCA_903798155.1,Danio kyathit (bony fishes),Danio kyathit,51,2020/06/16 00:00,SC,419190,420079,SAMEA104130240
GCA_900651595.1,Parambassis ranga (Indian glassy fish),Parambassis ranga,101,2019/02/12 00:00,SC,409592,417098,SAMEA4675621
GCA_900700345.2,Denticeps clupeoides (denticle herring),Denticeps clupeoides,63,2019/03/27 00:00,SC,384267,384267,SAMEA104129917
GCA_013347815.1,Antennarius maculatus (warty frogfish),Antennarius maculatus,141,2020/06/12 00:00,Vertebrate Genomes Project,380060,380060,SAMN12623626
GCA_900651605.1,Betta splendens (Siamese fighting fish),Betta splendens,48,2019/02/07 00:00,SC,316502,316933,SAMEA104381735
GCA_015220065.1,Pygocentrus nattereri (red-bellied piranha),Pygocentrus nattereri,77.77,2020/11/02 00:00,Vertebrate Genomes Project,289653,289653,SAMN12623623
GCA_903798135.1,Danio aesculapii (bony fishes),Danio aesculapii,52,2020/06/16 00:00,SC,278599,278724,SAMEA104240212
GCA_902167395.1,Gadus morhua (Atlantic cod),Gadus morhua,83,2019/07/16 00:00,SC,278226,278683,SAMEA5574046
GCA_901000745.3,Takifugu rubripes (torafugu),Takifugu rubripes,83,2019/06/05 00:00,SC,266405,276385,SAMEA104384834
GCA_902148825.1,Sphaeramia orbicularis (orbiculate cardinalfish),Sphaeramia orbicularis,53,2019/07/03 00:00,SC,246057,249014,SAMEA4966328
GCA_013347915.1,Electrophorus electricus (electric eel),Electrophorus electricus,52.97,2020/06/12 00:00,Vertebrate Genomes Project,216154,216154,SAMN12623625
GCA_014839645.1,Xenentodon cancila (freshwater garfish),Xenentodon cancila,62.8,2020/09/30 00:00,Vertebrate Genomes Project,211426,211426,SAMN12623622
GCA_904848175.1,Acanthopagrus latus (yellowfin seabream),Acanthopagrus latus,60,2020/10/12 00:00,SC,195684,208235,SAMN16236878
GCA_902827105.1,Trematomus bernacchii (emerald rockcod),Trematomus bernacchii,46,2020/04/15 00:00,SC,176545,190305,SAMEA104132834
GCA_900650505.1,Gouania willdenowi (blunt-snouted clingfish),Gouania willdenowi,58,2019/02/07 00:00,SC,173852,173852,SAMEA104026382
GCA_900231065.1,Trachinotus ovatus (derbio),Trachinotus ovatus,100,2018/05/03 00:00,South China Sea Fisheries Research Institute,173312,1671595,SAMEA104304869
GCA_901709685.1,Syngnathus acus (greater pipefish),Syngnathus acus,96,2019/06/02 00:00,SC,169498,170058,SAMEA104381750
GCA_902827095.1,Harpagifer antarcticus (Antarctic spiny plunderfish),Harpagifer antarcticus,67,2020/04/15 00:00,SC,157921,167204,SAMEA104132831
GCA_900880695.1,Sparus aurata (gilthead seabream),Sparus aurata,56,2019/07/11 00:00,SC,152708,152836,SAMEA104384835
GCA_007224835.1,Danionella translucida (bony fishes),Danionella translucida,185,2019/07/22 00:00,Charite - Universitatsmedizin Berlin,133131,340819,SAMN11288624
GCA_003651195.1,Tenualosa ilisha (Hilsa shad),Tenualosa ilisha,28,2018/10/15 00:00,Molecular Biology Lab,129889,188026,SAMN10026359
GCA_902500245.1,Thalassophryne amazonica (bony fishes),Thalassophryne amazonica,67,2019/09/30 00:00,SC,119171,119214,SAMEA104129913
GCA_902827185.1,Gymnodraco acuticeps (bony fishes),Gymnodraco acuticeps,42,2020/04/15 00:00,SC,112147,118975,SAMEA104242997
GCA_014839705.1,Anableps anableps (largescale foureyes),Anableps anableps,58.8,2020/09/30 00:00,Vertebrate Genomes Project,112127,112127,SAMN12623628
GCA_900634435.1,Cottoperca gobio (bony fishes),Cottoperca gobio,75,2019/02/07 00:00,SC,107516,107591,SAMEA104242975
GCA_900700845.2,Erpetoichthys calabaricus (reedfish),Erpetoichthys calabaricus,51,2019/03/27 00:00,SC,98416,98429,SAMEA104026374
GCA_004011555.1,Cyprinus carpio (common carp),Cyprinus carpio,430.5,2019/01/10 00:00,Chinese Academy of Fishery Sciences,94545,2603917,SAMN10617437
GCA_000180675.1,Gasterosteus aculeatus (three-spined stickleback),Gasterosteus aculeatus,0,2006/02/01 00:00,,83204,83204,SAMN02981227
GCA_007844225.1,Arapaima gigas (arapaima),Arapaima gigas,58.6,2019/08/08 00:00,University of Wuerzburg,64954,285171,SAMN11567704
GCA_001624245.1,Scleropages formosus (Asian bonytongue),Scleropages formosus,100,2016/04/20 00:00,BGI-SZ,63526,1870178,SAMN03894453
GCF_003671635.1,Pangasianodon hypophthalmus (striped catfish),Pangasianodon hypophthalmus,130,2018/10/22 00:00,"Institute of Genome Research, Vietnam Academy of Science and Technology",62522,14288580,SAMN08866743
GCA_001624255.1,Scleropages formosus (Asian bonytongue),Scleropages formosus,100,2016/04/20 00:00,BGI-SZ,60472,1625668,SAMN03894452
GCA_004011575.1,Cyprinus carpio (common carp),Cyprinus carpio,430.5,2019/01/10 00:00,Chinese Academy of Fishery Sciences,59678,1596048,SAMN10617435
GCF_001682695.1,Pygocentrus nattereri (red-bellied piranha),Pygocentrus nattereri,91,2016/07/12 00:00,McDonnell Genome Institute,57732,1440044,SAMN04522165
GCA_900327885.1,Nibea albiflora (white flower croaker),Nibea albiflora,1,2018/12/05 00:00,JIMEI UNIVERSITY,55145,2154052,SAMEA1067819
GCA_006346465.1,Scophthalmus maximus (turbot),Scophthalmus maximus,310,2019/06/14 00:00,Yellow Sea Fisheries Research Institute,45259,5929382,SAMN11618027
GCA_003650155.1,Betta splendens (Siamese fighting fish),Betta splendens,0.9993,2018/10/15 00:00,BGI,38053,19754490,SAMN07955939
GCA_003054885.1,Seriola lalandi (yellowtail amberjack),Seriola lalandi,100,2018/04/17 00:00,Wageningen University,37711,411616,SAMN04544729
GCF_003665695.1,Electrophorus electricus (electric eel),Electrophorus electricus,55,2018/10/30 00:00,University of Wisconsin Madison,37141,613956,SAMN02802636
GCA_902827155.1,Pseudochaenichthys georgianus (South Georgia icefish),Pseudochaenichthys georgianus,93,2020/04/15 00:00,SC,36557,38285,SAMEA104132832
GCA_004011595.1,Cyprinus carpio (common carp),Cyprinus carpio,430.5,2019/01/10 00:00,Chinese Academy of Fishery Sciences,36306,898640,SAMN10617436
GCA_009069565.1,Carassius auratus red var. (red crucian carp),Carassius auratus,105,2019/10/15 00:00,Hunan Normal Univesity,34411,516799,SAMN03859971
GCA_006229185.1,Gasterosteus aculeatus (three-spined stickleback),Gasterosteus aculeatus,77,2019/06/11 00:00,Institute of Ecology and Evolution,32541,312209,SAMN11077410
GCA_006232285.1,Gasterosteus aculeatus (three-spined stickleback),Gasterosteus aculeatus,89,2019/06/11 00:00,Institute of Ecology and Evolution,32252,401650,SAMN11077408
GCF_001624265.1,Scleropages formosus (Asian bonytongue),Scleropages formosus,100,2016/04/20 00:00,BGI-SZ,30805,5965175,SAMN03894411
GCA_900323705.1,Clupea harengus (Atlantic herring),Clupea harengus,150,2018/04/12 00:00,Amplexa Genetics,28410,1966996,SAMEA104710403
GCA_000787105.1,Periophthalmus magnuspinnatus (bony fishes),Periophthalmus magnuspinnatus,77,2014/12/02 00:00,BGI-shenzhen,28254,296161,SAMN03201694
GCA_006346445.1,Scophthalmus maximus (turbot),Scophthalmus maximus,159,2019/06/14 00:00,Yellow Sea Fisheries Research Institute,27893,25168265,SAMN11618026
GCA_009764425.1,Scophthalmus maximus (turbot),Scophthalmus maximus,150,2019/12/18 00:00,Yellow Sea Fisheries Research Institute,27892,6110529,SAMN05890600
GCF_000742935.1,Larimichthys crocea (large yellow croaker),Larimichthys crocea,76,2014/08/22 00:00,Zhejiang Ocean University,25717,495736,SAMN02630636
GCA_000767325.1,Danio rerio (zebrafish),Danio rerio,0,2010/05/24 00:00,Wellcome Trust Sanger Institute,24925,613723,SAMEA3146315
GCA_006232265.1,Gasterosteus aculeatus (three-spined stickleback),Gasterosteus aculeatus,145,2019/06/11 00:00,Institute of Ecology and Evolution,24675,491022,SAMN11077411
GCA_004119895.1,Acipenser ruthenus (sterlet),Acipenser ruthenus,135.74,2019/01/30 00:00,"Yangtze River Fisheries Research Institute, Chinese Academy of Fishery Sciences",24377,219750,SAMN10088814
GCA_001487895.1,Danio rerio (zebrafish),Danio rerio,80,2015/12/23 00:00,SC,24356,3091434,SAMEA3642453
GCA_000751415.1,Amphilophus citrinellus (Midas cichlid),Amphilophus citrinellus,30,2014/09/07 00:00,UNIVERSITY OF KONSTANZ,23456,1216136,SAMEA2698536
GCA_902175115.3,Clupea harengus (Atlantic herring),Clupea harengus,264,2019/08/15 00:00,Amplexa Genetics,22496,1971137,SAMEA5815659
GCF_000966335.1,Clupea harengus (Atlantic herring),Clupea harengus,127,2015/03/30 00:00,BGI,22277,1860920,SAMN03154066
GCF_000241075.1,Xiphophorus maculatus (southern platyfish),Xiphophorus maculatus,19.6,2012/01/06 00:00,"The Genome Institute, Washington University at St. Louis",22275,1303070,SAMN02981361
GCA_003402435.1,Seriola quinqueradiata (Japanese amberjack),Seriola quinqueradiata,269,2018/07/12 00:00,"Research Center for Bioinformatics and Biosciences, National Research Institute of Fisheries Science, Japan Fisheries Research and Education Agency",20864,1433177,SAMD00098161
GCA_002207885.1,Seriola quinqueradiata (Japanese amberjack),Seriola quinqueradiata,110,2017/06/12 00:00,"Faculty of Bioresources, Mie university",19672,791853,SAMD00068660
GCA_900302665.1,Anabas testudineus (climbing perch),Anabas testudineus,22,2018/03/19 00:00,CEES,18817,50227,SAMEA4028826
GCA_003412525.1,Perca fluviatilis (European perch),Perca fluviatilis,68,2018/08/22 00:00,University of Turku,18197,6260519,SAMN08954933
GCA_012026605.1,Colossoma macropomum (tambaqui),Colossoma macropomum,22,2020/04/03 00:00,CIIMAR - Interdisciplinary Centre of Marine and Environmental Research,18011,25040,SAMN13634674
GCA_001663605.1,Morone saxatilis (striped sea-bass),Morone saxatilis,68,2016/06/16 00:00,Striped Bass Genomics,17868,29984,SAMN03174709
GCF_000826765.1,Fundulus heteroclitus (mummichog),Fundulus heteroclitus,75,2015/01/21 00:00,The Genome Institute at Washington University School of Medicine,16689,1252252,SAMN03277211
GCA_001663955.1,Kryptolebias marmoratus (mangrove rivulus),Kryptolebias marmoratus,50,2016/06/17 00:00,Washington State University,16024,111539,SAMN03892719
GCA_004802775.1,Astyanax mexicanus (Mexican tetra),Astyanax mexicanus,70,2019/04/22 00:00,Aquatic Genome Models,14739,1775308,SAMN11404277
GCA_001010145.1,Lates calcarifer (barramundi perch),Lates calcarifer,46,2015/05/18 00:00,James Cook University,14534,310513,SAMN03466679
GCA_004335315.1,Sebastes schlegelii (Schlegel's black rockfish),Sebastes schlegelii,45,2019/03/08 00:00,Zhejiang Ocean University,14246,14246,SAMN10490953
GCA_003399555.1,Pungitius pungitius (ninespine stickleback),Pungitius pungitius,129,2018/08/16 00:00,University of Utah,14136,302682,SAMN05210078
GCA_015107795.1,Oreochromis tanganicae (bony fishes),Oreochromis tanganicae,20.43,2020/10/29 00:00,"""CICHLID~X""",13552,29705,SAMN12123813
GCA_009852395.1,Collichthys lucidus (big head croaker),Collichthys lucidus,235,2020/01/10 00:00,Zhejiang Ocean University,12651,663853,SAMN13155762
GCA_015109615.1,Pseudosimochromis marginatus (bony fishes),Pseudosimochromis marginatus,20.99,2020/10/29 00:00,"""CICHLID~X""",12194,23652,SAMN12123979
GCA_015106795.1,Paracyprichromis sp. 'tembwe' AB-2019 (bony fishes),Paracyprichromis sp. 'tembwe' AB-2019,22.9,2020/10/29 00:00,"""CICHLID~X""",11961,22844,SAMN12123889
GCA_015052285.1,Petrochromis trewavasae (threadfin cichlid),Petrochromis trewavasae,19.88,2020/10/28 00:00,"""CICHLID~X""",11868,24569,SAMN12123772
GCA_006352315.1,Anguilla japonica (Japanese eel),Anguilla japonica,180,2019/06/18 00:00,BGI-SZ ocean institute,11787,937113,SAMN11472315
GCA_015109555.1,Cyphotilapia sp. '5-bar frontosa' AB-2019 (bony fishes),Cyphotilapia sp. '5-bar frontosa' AB-2019,8.45,2020/10/29 00:00,"""CICHLID~X""",11683,24683,SAMN12123985
GCA_003935095.1,Pungitius pungitius (ninespine stickleback),Pungitius pungitius,99,2018/12/14 00:00,University of Oregon,11580,12691,SAMN08331111
GCA_000325985.2,Latimeria chalumnae (coelacanth),Latimeria chalumnae,299.48,2012/09/21 00:00,Tokyo Institute of Technology,11394,331424,SAMD00041835
GCA_001443345.1,Xiphophorus hellerii (green swordtail),Xiphophorus hellerii,52,2015/11/13 00:00,McDonnell Genome Institute - Washington University School of Medicine,11299,29445952,SAMN03968850
GCA_015107855.1,Eretmodus cyanostictus (Tanganyika clown),Eretmodus cyanostictus,7.88,2020/10/29 00:00,"""CICHLID~X""",11244,20629,SAMN12123807
GCA_015052585.1,Simochromis diagramma (bony fishes),Simochromis diagramma,13.02,2020/10/28 00:00,"""CICHLID~X""",11212,22126,SAMN12123590
GCA_003604335.1,Sardina pilchardus (sardine),Sardina pilchardus,59,2018/10/01 00:00,CIIMAR - Interdisciplinary Centre of Marine and Environmental Research,10878,25577,SAMN09664902
GCA_015107755.1,Boulengerochromis microlepis (giant cichlid),Boulengerochromis microlepis,19.12,2020/10/29 00:00,"""CICHLID~X""",10857,25551,SAMN12123815
GCA_015109275.1,Cyprichromis sp. 'dwarf jumbo' AB-2019 (bony fishes),Cyprichromis sp. 'dwarf jumbo' AB-2019,14.43,2020/10/29 00:00,"""CICHLID~X""",10743,23898,SAMN12123999
GCA_015107075.1,Neolamprologus furcifer (bony fishes),Neolamprologus furcifer,9.23,2020/10/29 00:00,"""CICHLID~X""",10647,19014,SAMN12123857
GCA_015107235.1,Cyprichromis coloratus (bony fishes),Cyprichromis coloratus,9.41,2020/10/29 00:00,"""CICHLID~X""",10394,23083,SAMN12123849
GCA_015108815.1,Julidochromis sp. 'unterfels' AB-2019 (bony fishes),Julidochromis sp. 'unterfels' AB-2019,19.39,2020/10/29 00:00,"""CICHLID~X""",10343,18760,SAMN12123877
GCA_015102155.1,Simochromis diagramma (bony fishes),Simochromis diagramma,12.28,2020/10/29 00:00,"""CICHLID~X""",10334,21973,SAMN12123591
GCA_015105995.1,Xenotilapia flavipinnis (yellow sand cichlid),Xenotilapia flavipinnis,19.05,2020/10/29 00:00,"""CICHLID~X""",10255,17148,SAMN12123819
GCA_015108775.1,Neolamprologus variostigma (bony fishes),Neolamprologus variostigma,20.03,2020/10/29 00:00,"""CICHLID~X""",10198,19308,SAMN12123881
GCA_015102275.1,Pseudosimochromis babaulti (bony fishes),Pseudosimochromis babaulti,12.25,2020/10/29 00:00,"""CICHLID~X""",10123,18327,SAMN12123587
GCA_015111035.1,Tropheus polli (bony fishes),Tropheus polli,15.85,2020/10/29 00:00,"""CICHLID~X""",10011,24680,SAMN12124065
GCA_015103215.1,Neolamprologus cylindricus (bony fishes),Neolamprologus cylindricus,18.86,2020/10/29 00:00,"""CICHLID~X""",9984,18821,SAMN12123642
GCA_015113055.1,Julidochromis transcriptus (masked julie),Julidochromis transcriptus,12.53,2020/10/29 00:00,"""CICHLID~X""",9968,20539,SAMN12124113
GCA_015109755.1,Neolamprologus ventralis (bony fishes),Neolamprologus ventralis,10.63,2020/10/29 00:00,"""CICHLID~X""",9849,19833,SAMN12123975
GCA_015109635.1,Lamprologus speciosus (bony fishes),Lamprologus speciosus,9.31,2020/10/29 00:00,"""CICHLID~X""",9751,17596,SAMN12123981
GCA_015113015.1,Neolamprologus nigriventris (bony fishes),Neolamprologus nigriventris,6.79,2020/10/29 00:00,"""CICHLID~X""",9731,18817,SAMN12124114
GCA_015104015.1,Pseudosimochromis babaulti (bony fishes),Pseudosimochromis babaulti,12.58,2020/10/29 00:00,"""CICHLID~X""",9714,17043,SAMN12123598
GCA_015106055.1,Perissodus multidentatus (bony fishes),Perissodus multidentatus,12.2,2020/10/29 00:00,"""CICHLID~X""",9692,21192,SAMN12123799
GCA_015105435.1,Petrochromis trewavasae ephippium (threadfin cichlid),Petrochromis trewavasae,9.22,2020/10/29 00:00,"""CICHLID~X""",9685,19804,SAMN12123695
GCA_015110175.1,Tanganicodus irsacae (spotfin goby cichlid),Tanganicodus irsacae,9.27,2020/10/29 00:00,"""CICHLID~X""",9552,18245,SAMN12123951
GCA_015104425.1,Limnochromis staneri (bony fishes),Limnochromis staneri,9.3,2020/10/29 00:00,"""CICHLID~X""",9461,21364,SAMN12123747
GCA_015108875.1,Neolamprologus mondabu (bony fishes),Neolamprologus mondabu,11.33,2020/10/29 00:00,"""CICHLID~X""",9440,19179,SAMN12123867
GCA_900323315.1,Symphodus melops (corkwing wrasse),Symphodus melops,17,2018/03/26 00:00,CEES,9362,21275,SAMEA4028821
GCA_015110395.1,Lamprologus kungweensis (bony fishes),Lamprologus kungweensis,9.29,2020/10/29 00:00,"""CICHLID~X""",9247,16513,SAMN12123941
GCA_015110495.1,Julidochromis marlieri (bony fishes),Julidochromis marlieri,10.78,2020/10/29 00:00,"""CICHLID~X""",9213,19757,SAMN12123935
GCA_015107915.1,Greenwoodochromis christyi (bony fishes),Greenwoodochromis christyi,9.34,2020/10/29 00:00,"""CICHLID~X""",9160,20515,SAMN12123805
GCA_015105615.1,Cyphotilapia gibberosa (bony fishes),Cyphotilapia gibberosa,11.91,2020/10/29 00:00,"""CICHLID~X""",9156,22774,SAMN12123685
GCA_015111475.1,Petrochromis sp. 'moshi yellow' AB-2019 (bony fishes),Petrochromis sp. 'moshi yellow' AB-2019,9.17,2020/10/29 00:00,"""CICHLID~X""",9083,20210,SAMN12124042
GCA_015113175.1,Xenotilapia tenuidentata (bony fishes),Xenotilapia tenuidentata,13.99,2020/10/29 00:00,"""CICHLID~X""",9063,16370,SAMN12124106
GCA_015113215.1,Tropheus sp. 'murago' AB-2019 (bony fishes),Tropheus sp. 'murago' AB-2019,9.52,2020/10/29 00:00,"""CICHLID~X""",9021,19653,SAMN12124102
GCA_015106315.1,Perissodus eccentricus (bony fishes),Perissodus eccentricus,10.18,2020/10/29 00:00,"""CICHLID~X""",9004,22833,SAMN12123779
GCA_015108355.1,Neolamprologus gracilis (bony fishes),Neolamprologus gracilis,15.73,2020/10/29 00:00,"""CICHLID~X""",9004,20899,SAMN12123921
GCA_015106475.1,Petrochromis horii (bony fishes),Petrochromis horii,9.19,2020/10/29 00:00,"""CICHLID~X""",8978,17590,SAMN12123770
GCA_015105715.1,Plecodus straeleni (bony fishes),Plecodus straeleni,11.54,2020/10/29 00:00,"""CICHLID~X""",8956,21523,SAMN12123680
GCA_015110475.1,Neolamprologus falcicula (bony fishes),Neolamprologus falcicula,14.17,2020/10/29 00:00,"""CICHLID~X""",8933,18804,SAMN12123937
GCA_015110095.1,Neolamprologus toae (bony fishes),Neolamprologus toae,10.48,2020/10/29 00:00,"""CICHLID~X""",8882,19751,SAMN12123956
GCA_015109395.1,Tropheus sp. 'lukuga' AB-2019 (bony fishes),Tropheus sp. 'lukuga' AB-2019,9.24,2020/10/29 00:00,"""CICHLID~X""",8821,17384,SAMN12123996
GCA_015105675.1,Xenotilapia leptura (bony fishes),Xenotilapia leptura,21.32,2020/10/29 00:00,"""CICHLID~X""",8776,14323,SAMN12123682
GCA_015106035.1,Xenotilapia nigrolabiata (bony fishes),Xenotilapia nigrolabiata,9.6,2020/10/29 00:00,"""CICHLID~X""",8744,17134,SAMN12123802
GCA_015107975.1,Benthochromis melanoides (bony fishes),Benthochromis melanoides,9.12,2020/10/29 00:00,"""CICHLID~X""",8685,17998,SAMN12123796
GCA_000878545.1,Nothobranchius furzeri (turquoise killifish),Nothobranchius furzeri,80,2015/02/20 00:00,Stanford University,8598,117689,SAMN02750843
GCA_015109955.1,Lamprologus ornatipinnis (bony fishes),Lamprologus ornatipinnis,8.03,2020/10/29 00:00,"""CICHLID~X""",8555,16982,SAMN12123965
GCA_015105395.1,Interochromis loocki (bony fishes),Interochromis loocki,9.26,2020/10/29 00:00,"""CICHLID~X""",8532,18026,SAMN12123699
GCA_015112075.1,Julidochromis regani (convict julie),Julidochromis regani,8.59,2020/10/29 00:00,"""CICHLID~X""",8530,17162,SAMN12124013
GCA_015108195.1,Pelvicachromis taeniatus (bony fishes),Pelvicachromis taeniatus,6.82,2020/10/29 00:00,"""CICHLID~X""",8522,24065,SAMN12123931
GCA_015113275.1,Neolamprologus bifasciatus (bony fishes),Neolamprologus bifasciatus,9.22,2020/10/29 00:00,"""CICHLID~X""",8519,17208,SAMN12124104
GCA_015108035.1,Trematochromis benthicola (bony fishes),Trematochromis benthicola,9.27,2020/10/29 00:00,"""CICHLID~X""",8500,18952,SAMN12123794
GCA_015103735.1,Pseudosimochromis curvifrons (bony fishes),Pseudosimochromis curvifrons,11.69,2020/10/29 00:00,"""CICHLID~X""",8483,16035,SAMN12123613
GCA_015106195.1,Benthochromis melanoides (bony fishes),Benthochromis melanoides,9.12,2020/10/29 00:00,"""CICHLID~X""",8483,18284,SAMN12123784
GCA_015106955.1,Tropheus sp. 'black' (bony fishes),Tropheus sp. 'black',10.67,2020/10/29 00:00,"""CICHLID~X""",8476,21112,SAMN12123869
GCA_015105055.1,Julidochromis dickfeldi (bony fishes),Julidochromis dickfeldi,9.1,2020/10/29 00:00,"""CICHLID~X""",8475,15601,SAMN12123718
GCA_015108135.1,Neolamprologus pectoralis (bony fishes),Neolamprologus pectoralis,6.99,2020/10/29 00:00,"""CICHLID~X""",8475,18827,SAMN12123932
GCA_015111055.1,Plecodus paradoxus (bony fishes),Plecodus paradoxus,8.85,2020/10/29 00:00,"""CICHLID~X""",8470,23343,SAMN12124061
GCA_015107535.1,Grammatotria lemairii (bony fishes),Grammatotria lemairii,8.82,2020/10/29 00:00,"""CICHLID~X""",8383,16457,SAMN12123834
GCA_015102495.1,Neolamprologus calliurus (bony fishes),Neolamprologus calliurus,10.42,2020/10/29 00:00,"""CICHLID~X""",8365,15698,SAMN12123676
GCA_015109435.1,Lepidiolamprologus profundicola (bony fishes),Lepidiolamprologus profundicola,10.97,2020/10/29 00:00,"""CICHLID~X""",8355,18866,SAMN12123988
GCA_015104195.1,Xenochromis hecqui (bony fishes),Xenochromis hecqui,8.07,2020/10/29 00:00,"""CICHLID~X""",8324,20527,SAMN12123760
GCA_015108315.1,Neolamprologus marunguensis (bony fishes),Neolamprologus marunguensis,15.06,2020/10/29 00:00,"""CICHLID~X""",8316,19532,SAMN12123923
GCA_015107025.1,Neolamprologus brichardi (lyretail cichlid),Neolamprologus brichardi,10.56,2020/10/29 00:00,"""CICHLID~X""",8256,20607,SAMN12123864
GCA_000418415.1,Thunnus orientalis (Pacific bluefin tuna),Thunnus orientalis,54.9,2013/06/27 00:00,National Research Institute of Fisheries Science,8235,8235,SAMD00036584
GCA_000400755.1,Takifugu flavidus (sansaifugu),Takifugu flavidus,131,2013/05/30 00:00,IOCAS,8233,315240,SAMN01737183
GCA_015110765.1,Julidochromis marksmithi (bony fishes),Julidochromis marksmithi,8.26,2020/10/29 00:00,"""CICHLID~X""",8167,16545,SAMN12124079
GCA_015102755.1,Neolamprologus obscurus (bony fishes),Neolamprologus obscurus,9.41,2020/10/29 00:00,"""CICHLID~X""",8147,15846,SAMN12123665
GCA_015111935.1,Telmatochromis bifrenatus (bony fishes),Telmatochromis bifrenatus,9.06,2020/10/29 00:00,"""CICHLID~X""",8132,17310,SAMN12124016
GCA_015111515.1,Tropheus sp. 'Kirschfleck' (bony fishes),Tropheus sp. 'Kirschfleck',8.38,2020/10/29 00:00,"""CICHLID~X""",8114,19252,SAMN12124040
GCA_015111095.1,Neolamprologus longior (bony fishes),Neolamprologus longior,8.79,2020/10/29 00:00,"""CICHLID~X""",8060,15542,SAMN12124062
GCA_015107055.1,Pseudosimochromis babaulti (bony fishes),Pseudosimochromis babaulti,10.46,2020/10/29 00:00,"""CICHLID~X""",8049,20185,SAMN12123858
GCA_015052725.1,Spathodus erythrodon (bony fishes),Spathodus erythrodon,10.69,2020/10/28 00:00,"""CICHLID~X""",7973,18219,SAMN12123861
GCA_015103695.1,Neolamprologus fasciatus (bony fishes),Neolamprologus fasciatus,9.94,2020/10/29 00:00,"""CICHLID~X""",7968,17062,SAMN12123612
GCA_015109815.1,Xenotilapia longispinis (bony fishes),Xenotilapia longispinis,11.62,2020/10/29 00:00,"""CICHLID~X""",7918,16499,SAMN12123972
GCA_015105955.1,Telmatochromis vittatus (bony fishes),Telmatochromis vittatus,8.82,2020/10/29 00:00,"""CICHLID~X""",7873,15727,SAMN12123823
GCA_001270105.1,Cyprinus carpio (common carp),Cyprinus carpio,12,2015/08/18 00:00,ZF-screens B.V.,7872,66838,SAMN03856486
GCA_015107675.1,Tylochromis polylepis (bony fishes),Tylochromis polylepis,17.53,2020/10/29 00:00,"""CICHLID~X""",7862,18230,SAMN12123821
GCA_015106815.1,Xenotilapia ochrogenys (bony fishes),Xenotilapia ochrogenys,7.59,2020/10/29 00:00,"""CICHLID~X""",7847,14755,SAMN12123875
GCA_015108295.1,Neolamprologus olivaceous (bony fishes),Neolamprologus olivaceous,14.81,2020/10/29 00:00,"""CICHLID~X""",7831,19117,SAMN12123925
GCA_013115835.1,Carassius auratus (goldfish),Carassius auratus,47,2020/05/18 00:00,National Institute of Agricultural Research(INRA),7773,8216,SAMN13497183
GCA_015104925.1,Ectodus descampsii (Descamp's strange-tooth cichlid),Ectodus descampsii,8.63,2020/10/29 00:00,"""CICHLID~X""",7763,14761,SAMN12123720
GCA_015106015.1,Baileychromis centropomoides (bony fishes),Baileychromis centropomoides,9.88,2020/10/29 00:00,"""CICHLID~X""",7752,15201,SAMN12123812
GCA_015105135.1,Ophthalmotilapia ventralis (bony fishes),Ophthalmotilapia ventralis,9.22,2020/10/29 00:00,"""CICHLID~X""",7725,14457,SAMN12123711
GCA_015110435.1,Eretmodus marksmithi (bony fishes),Eretmodus marksmithi,7.93,2020/10/29 00:00,"""CICHLID~X""",7721,17505,SAMN12123939
GCA_015108235.1,Neolamprologus longicaudatus (bony fishes),Neolamprologus longicaudatus,10.28,2020/10/29 00:00,"""CICHLID~X""",7714,18931,SAMN12123928
GCA_015111815.1,Xenotilapia sima (bony fishes),Xenotilapia sima,12.48,2020/10/29 00:00,"""CICHLID~X""",7703,16824,SAMN12124024
GCA_015109535.1,Petrochromis sp. 'kazumbae' AB-2019 (bony fishes),Petrochromis sp. 'kazumbae' AB-2019,10.92,2020/10/29 00:00,"""CICHLID~X""",7680,22947,SAMN12123986
GCA_015105155.1,Perissodus microlepis (bony fishes),Perissodus microlepis,8.58,2020/10/29 00:00,"""CICHLID~X""",7670,15820,SAMN12123712
GCA_015108995.1,Neolamprologus buescheri (bony fishes),Neolamprologus buescheri,9.08,2020/10/29 00:00,"""CICHLID~X""",7665,13936,SAMN12123854
GCA_015102135.1,Ctenochromis horei (bony fishes),Ctenochromis horei,10,2020/10/29 00:00,"""CICHLID~X""",7663,18509,SAMN12123595
GCA_002723815.1,Anguilla japonica (Japanese eel),Anguilla japonica,113,2017/10/25 00:00,Tohoku National Fisheries Research Institute,7661,472078,SAMD00080929
GCA_015104615.1,Lobochilotes labiatus (bony fishes),Lobochilotes labiatus,7.99,2020/10/29 00:00,"""CICHLID~X""",7660,16891,SAMN12123739
GCA_015105355.1,Neolamprologus tetracanthus (bony fishes),Neolamprologus tetracanthus,8.55,2020/10/29 00:00,"""CICHLID~X""",7632,14879,SAMN12123700
