AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample
GCA_006408695.1,Aepyceros melampus (impala),Aepyceros melampus,201,2019/06/24 00:00,Northwestern Polytechnical University,82459,344542,SAMN08714480
GCA_004027575.1,Cricetomys gambianus (Gambian giant pouched rat),Cricetomys gambianus,36.7,2019/01/16 00:00,Broad Institute,80761,110049,SAMN07678025
GCF_000151735.1,Cavia porcellus (domestic guinea pig),Cavia porcellus,6.8,2008/03/03 00:00,"The Genome Sequencing Platform, The Genome Assembly Team",80583,27942054,SAMN02981223
GCA_012922965.1,Capreolus pygargus (Eastern roe deer),Capreolus pygargus,100,2020/04/28 00:00,Northwestern Polytechnical University,80310,6067221,SAMN11098812
GCF_002940915.1,Desmodus rotundus (common vampire bat),Desmodus rotundus,94,2018/02/23 00:00,University of Copenhagen,80250,26869735,SAMN07783852
GCA_004024965.2,Tragulus javanicus (Java mouse-deer),Tragulus javanicus,54.2,2019/07/15 00:00,Broad Institute,80230,14082842,SAMN07678116
GCA_004027065.2,Hippopotamus amphibius (hippopotamus),Hippopotamus amphibius,77,2019/07/15 00:00,Broad Institute,76609,4444377,SAMN07678089
GCA_002215935.2,Psammomys obesus (fat sand rat),Psammomys obesus,87.6,2020/02/10 00:00,"Department of Zoology, University of Oxford, UK",76389,10472398,SAMN06061930
GCA_014332765.1,Elephas maximus (Asiatic elephant),Elephas maximus,94.4,2020/08/28 00:00,University of Utah,76227,2767252,SAMN14648705
GCA_902729475.1,Mus minutoides (Southern African pygmy mouse),Mus minutoides,80,2020/09/25 00:00,"INSTITUT DES SCIENCES DE L'EVOLUTION DE MONTPELLIER, UNIVERSITE DE MONTPELLIER, CNRS-EPHE-IRD-UM",75529,6711675,SAMEA6377510
GCA_902806735.1,Myodes glareolus (Bank vole),Myodes glareolus,50,2020/02/22 00:00,LIV,74950,20649317,SAMEA5971946
GCA_004023825.1,Vulpes lagopus (Arctic fox),Vulpes lagopus,36.8,2019/01/15 00:00,Broad Institute,73976,102053,SAMN07678118
GCA_004026605.1,Ondatra zibethicus (muskrat),Ondatra zibethicus,43.9,2019/01/16 00:00,Broad Institute,73746,89093,SAMN07678059
GCA_008750895.1,Mirza zaza (primates),Mirza zaza,44,2019/09/30 00:00,Duke University,73499,75843,SAMN10707785
GCA_004024925.1,Scalopus aquaticus (eastern mole),Scalopus aquaticus,46.1,2019/01/15 00:00,Broad Institute,72421,94879,SAMN07678045
GCA_004026885.1,Megaderma lyra (Indian false vampire),Megaderma lyra,49.8,2019/01/16 00:00,Broad Institute,71674,96489,SAMN07678029
GCA_014189135.1,Dicerorhinus sumatrensis harrissoni (Sumatran rhinoceros),Dicerorhinus sumatrensis,38,2020/08/14 00:00,Swedish Museum of Natural History,70892,54482381,SAMN15164313
GCA_006408615.1,Connochaetes taurinus (brindled gnu),Connochaetes taurinus,216,2019/06/24 00:00,Northwestern Polytechnical University,70608,366224,SAMN08714482
GCF_000331955.2,Orcinus orca (killer whale),Orcinus orca,200,2013/01/31 00:00,Marine mammals,70300,12735091,SAMN01180276
GCF_000001905.1,Loxodonta africana (African savanna elephant),Loxodonta africana,0,2009/07/15 00:00,Broad Institute,69023,46401353,SAMN02953622
GCA_004025045.1,Sigmodon hispidus (hispid cotton rat),Sigmodon hispidus,43.2,2019/01/15 00:00,Broad Institute,67983,101373,SAMN07678138
GCA_014926565.1,Kobus leche leche (lechwe),Kobus leche,192.96,2020/10/23 00:00,Kunming Institute of Zoology,66923,3233651,SAMN13832371
GCF_001305755.1,Equus asinus (ass),Equus asinus,42.4,2015/10/02 00:00,Inner Mongolian Agricultural University,66737,3776412,SAMN03010633
GCA_004026825.1,Hemitragus hylocrius (Nilgiri tahr),Hemitragus hylocrius,29.4,2019/01/16 00:00,Broad Institute,66552,85340,SAMN07678087
GCA_001458135.2,Marmota marmota marmota (Alpine marmot),Marmota marmota,43,2019/12/18 00:00,MRC NATIONAL INSTITUTE FOR MEDICAL RESEARCH,66546,31340621,SAMEA3214822
GCA_004024745.2,Catagonus wagneri (Chacoan peccary),Catagonus wagneri,87.1,2019/07/15 00:00,Broad Institute,65965,19204659,SAMN07678067
GCA_004027695.1,Cavia tschudii (Montane guinea pig),Cavia tschudii,34.8,2019/01/16 00:00,Broad Institute,64807,91436,SAMN07678017
GCA_004027595.1,Dinomys branickii (pacarana),Dinomys branickii,31.9,2019/01/16 00:00,Broad Institute,64805,77918,SAMN07678079
GCA_000164785.2,Choloepus hoffmanni (Hoffmann's two-fingered sloth),Choloepus hoffmanni,65,2014/09/30 00:00,"The Genome Institute, Washington University School of Medicine",64490,366442,SAMN02146716
GCF_000147115.1,Myotis lucifugus (little brown bat),Myotis lucifugus,7,2010/09/14 00:00,Broad Institute,64330,4293315,SAMN02953645
GCA_902702925.1,Peromyscus eremicus (cactus mouse),Peromyscus eremicus,50,2019/11/26 00:00,UNIVERSITY OF NEW HAMPSHIRE,64291,119957392,SAMEA5799953
GCA_004024805.1,Xerus inauris (South African ground squirrel),Xerus inauris,24.4,2019/01/15 00:00,Broad Institute,64054,83865,SAMN07678119
GCA_004026645.1,Pithecia pithecia (white-faced saki),Pithecia pithecia,47.3,2019/01/16 00:00,Broad Institute,63292,83104,SAMN07678106
GCA_004023965.1,Spilogale gracilis (western spotted skunk),Spilogale gracilis,33.2,2019/01/15 00:00,Broad Institute,63054,85970,SAMN07678050
GCA_004026765.1,Micronycteris hirsuta (bats),Micronycteris hirsuta,39.4,2019/01/16 00:00,Broad Institute,62961,68868,SAMN07678146
GCA_004024585.1,Paradoxurus hermaphroditus (Asian palm civet),Paradoxurus hermaphroditus,36.9,2019/01/15 00:00,Broad Institute,62870,71823,SAMN07678048
GCA_004026845.1,Heterohyrax brucei (yellow-spotted hyrax),Heterohyrax brucei,24.4,2019/01/16 00:00,Broad Institute,62841,67904,SAMN07678088
GCA_004023805.1,Panthera onca (jaguar),Panthera onca,60.7,2019/01/15 00:00,Broad Institute,62836,116574,SAMN07678103
GCA_006410535.1,Litocranius walleri (gerenuk),Litocranius walleri,192,2019/06/24 00:00,Northwestern Polytechnical University,62351,3126223,SAMN08714484
GCA_012583365.1,Martes zibellina (sable),Martes zibellina,114,2020/04/20 00:00,Novogene,62196,5199373,SAMN10226813
GCA_004027515.2,Antilocapra americana (pronghorn),Antilocapra americana,49.3,2019/07/15 00:00,Broad Institute,61698,18845065,SAMN07678063
GCA_006410635.1,Cephalophus harveyi (Harvey's duiker),Cephalophus harveyi,171,2019/06/24 00:00,Northwestern Polytechnical University,61368,365466,SAMN08714507
GCF_000276665.1,Chinchilla lanigera (long-tailed chinchilla),Chinchilla lanigera,87,2012/08/28 00:00,Broad Institute,61105,21893125,SAMN00632093
GCA_004024645.1,Mirza coquereli (Coquerel's mouse lemur),Mirza coquereli,60.7,2019/01/15 00:00,Broad Institute,60596,79947,SAMN07678095
GCA_002443075.1,Elaphurus davidianus (Pere David's deer),Elaphurus davidianus,114,2017/10/04 00:00,Nanjing Normal University,59950,2844142,SAMN03020601
GCA_006410615.1,Neotragus moschatus (suni),Neotragus moschatus,154,2019/06/24 00:00,Northwestern Polytechnical University,59277,952090,SAMN08714493
GCA_004024785.1,Ateles geoffroyi (black-handed spider monkey),Ateles geoffroyi,60,2019/01/15 00:00,Broad Institute,59033,73111,SAMN07678064
GCA_006459085.1,Moschus berezovskii (Chinese forest musk deer),Moschus berezovskii,89,2019/06/25 00:00,Northwestern Polytechnical University,57706,2509225,SAMN10822789
GCF_000696695.1,Equus przewalskii (Przewalski's horse),Equus przewalskii,85.63,2014/06/05 00:00,"College of Animal Science, Inner Mongolian Agricultural University, China",57610,513800,SAMN02808398
GCA_004027495.1,Beatragus hunteri (even-toed ungulates),Beatragus hunteri,23.1,2019/01/16 00:00,Broad Institute,57444,69303,SAMN07678065
GCA_004026905.1,Hystrix cristata (crested porcupine),Hystrix cristata,35.2,2019/01/16 00:00,Broad Institute,57102,64768,SAMN07678090
GCA_004026705.1,Microgale talazaci (Talazac's shrew tenrec),Microgale talazaci,27.8,2019/01/16 00:00,Broad Institute,56946,65143,SAMN07678058
GCA_010120015.1,Rhombomys opimus (great gerbil),Rhombomys opimus,86,2020/02/04 00:00,University of Oslo,56880,3610217,SAMN10089360
GCA_004026945.1,Ovis canadensis (bighorn sheep),Ovis canadensis,25.2,2019/01/16 00:00,Broad Institute,55973,69397,SAMN07678102
GCF_003160815.1,Vulpes vulpes (red fox),Vulpes vulpes,93.9,2018/05/25 00:00,University of Illinois at Urbana-Champaign,55450,12472085,SAMN06553695
GCA_902806755.1,Microtus agrestis (short-tailed field vole),Microtus agrestis,50,2020/04/16 00:00,LIV,54966,13349786,SAMEA6564476
GCA_007922755.1,Pedetes capensis (springhare),Pedetes capensis,39.7,2019/08/08 00:00,Broad Institute,54009,74432,SAMN07678104
GCA_004024885.1,Saguinus imperator (tamarin),Saguinus imperator,61.4,2019/01/15 00:00,Broad Institute,53787,65636,SAMN07678110
GCA_004023865.1,Mirounga angustirostris (Northern elephant seal),Mirounga angustirostris,35.6,2019/01/15 00:00,Broad Institute,52833,64640,SAMN07678016
GCA_002201775.1,Ammotragus lervia (aoudad),Ammotragus lervia,241,2017/06/20 00:00,Northwest A&F University,52017,1301762,SAMN06233879
GCF_004785775.1,Grammomys surdaster (rodents),Grammomys surdaster,50,2019/04/12 00:00,NIH Sequencing Center,51731,8094907,SAMN11172698
GCA_004024825.1,Pygathrix nemaeus (Red shanked douc langur),Pygathrix nemaeus,65.5,2019/01/15 00:00,Broad Institute,51434,68569,SAMN07678108
GCA_004027835.1,Alouatta palliata (mantled howler monkey),Alouatta palliata,43.1,2019/01/16 00:00,Broad Institute,51304,72427,SAMN07678036
GCA_007455595.1,Microtus oeconomus (root vole),Microtus oeconomus,77,2019/07/25 00:00,Groningen Institute for Evolutionary Life Sciences,51221,114768,SAMN12142104
GCA_004024625.1,Mellivora capensis (ratel),Mellivora capensis,60,2019/01/15 00:00,Broad Institute,50213,59143,SAMN07678094
GCF_000151885.1,Dipodomys ordii (Ord's kangaroo rat),Dipodomys ordii,0,2014/12/12 00:00,Baylor College of Medicine,48087,11931245,SAMN02900551
GCF_000247695.1,Heterocephalus glaber (naked mole-rat),Heterocephalus glaber,90,2012/02/17 00:00,Broad Institute,47778,20532749,SAMN00714537
GCA_003258685.1,Prolemur simus (greater bamboo lemur),Prolemur simus,152.7,2018/06/20 00:00,Henry Doorly Zoo & Aquarium,47757,2710671,SAMN05853041
GCF_002204375.1,Meriones unguiculatus (Mongolian gerbil),Meriones unguiculatus,136,2017/06/21 00:00,Lucigen Corp.,46546,374687,SAMN06897401
GCF_000687225.1,Ursus maritimus (polar bear),Ursus maritimus,101,2014/05/09 00:00,BGI-Shenzhen,46506,15940661,SAMN02729226
GCF_000260355.1,Condylura cristata (star-nosed mole),Condylura cristata,113.1,2012/05/01 00:00,Broad Institute,46163,55520359,SAMN00727830
GCA_006942125.1,Hippotragus niger niger (sable antelope),Hippotragus niger,45,2019/07/12 00:00,Saint-Petersburg State University,45501,4586323,SAMN07620900
GCA_007570765.1,Alces alces (Eurasian elk),Alces alces,35,2019/07/12 00:00,Canada's Genomic Enterprise,45091,4131188,SAMN11091360
GCF_000215625.1,Mustela putorius furo (domestic ferret),Mustela putorius,162,2011/06/02 00:00,Ferret Genome Sequencing Consortium,44823,9335154,SAMN00149631
GCF_012274545.1,Fukomys damarensis (Damara mole-rat),Fukomys damarensis,29,2020/04/13 00:00,DNA Zoo Consortium,44756,62586000,SAMN10973724
GCA_004027005.1,Muscardinus avellanarius (hazel dormouse),Muscardinus avellanarius,32.8,2019/01/16 00:00,Broad Institute,44294,59013,SAMN07678014
GCF_000236235.1,Ictidomys tridecemlineatus (thirteen-lined ground squirrel),Ictidomys tridecemlineatus,495.1,2011/11/29 00:00,Broad Institute,44137,8192786,SAMN00210855
GCA_004024945.1,Uropsilus gracilis (gracile shrew mole),Uropsilus gracilis,54.2,2019/01/15 00:00,Broad Institute,43618,55035,SAMN07678046
GCA_006408585.1,Antidorcas marsupialis (springbok),Antidorcas marsupialis,281,2019/06/24 00:00,Northwestern Polytechnical University,42749,694905,SAMN08714490
GCA_004027535.1,Acomys cahirinus (Egyptian spiny mouse),Acomys cahirinus,32.7,2019/01/16 00:00,Broad Institute,42476,65411,SAMN07678032
GCA_006410675.1,Oreotragus oreotragus (klipspringer),Oreotragus oreotragus,690,2019/06/24 00:00,Northwestern Polytechnical University,42127,339390,SAMN08714489
GCF_001604975.1,Cebus imitator (Panamanian white-faced capuchin),Cebus imitator,81,2016/04/04 00:00,McDonnell Genome Institute - Washington University School of Medicine,41196,5274112,SAMN04522148
GCA_004027715.1,Plecturocebus donacophilus (Bolivian titi),Plecturocebus donacophilus,23.7,2019/01/16 00:00,Broad Institute,41149,46445,SAMN07678140
GCA_015472975.1,Rousettus leschenaultii (Leschenault's rousette),Rousettus leschenaultii,308,2020/10/30 00:00,"Comparative Genomics Laboratory, Center for Information Biology, National Institute of Genetics",40477,32720144,SAMD00237936
GCF_001890085.1,Hipposideros armiger (great roundleaf bat),Hipposideros armiger,218.6,2016/12/06 00:00,SKLEC & IECR,39863,2328177,SAMN03177460
GCA_006408465.1,Przewalskium albirostris (white-lipped deer),Przewalskium albirostris,214,2019/06/24 00:00,Northwestern Polytechnical University,39627,3769372,SAMN08714477
GCA_001660835.1,Okapia johnstoni (okapi),Okapia johnstoni,30,2016/06/08 00:00,Pennsylvania State University,39571,111538,SAMN04526128
GCF_000223135.1,Cricetulus griseus (Chinese hamster),Cricetulus griseus,130,2011/08/23 00:00,Beijing Genomics Institute,39362,1147233,SAMN02981352
GCA_006410935.1,Redunca redunca (Bohar reedbuck),Redunca redunca,203,2019/06/24 00:00,Northwestern Polytechnical University,39282,423407,SAMN08714512
GCA_006408505.1,Damaliscus lunatus (topi),Damaliscus lunatus,181,2019/06/24 00:00,Northwestern Polytechnical University,38843,1166796,SAMN08714481
GCF_000235385.1,Saimiri boliviensis boliviensis (Bolivian squirrel monkey),Saimiri boliviensis,80,2011/11/17 00:00,Broad Institute,38823,18744880,SAMN02981369
GCA_004363535.1,Dasyprocta punctata (punctate agouti),Dasyprocta punctata,40,2019/03/22 00:00,Broad Institute,38650,43703,SAMN07678076
GCF_000951035.1,Colobus angolensis palliatus (Angolan colobus),Colobus angolensis,86.8,2015/03/12 00:00,Baylor College of Medicine,38363,7840981,SAMN03121814
GCF_000164805.1,Carlito syrichta (Philippine tarsier),Carlito syrichta,48,2013/09/18 00:00,Washington University (WashU),38165,401181,SAMN02445010
GCA_008750915.1,Microcebus sp. 3 GT-2019 (primates),Microcebus sp. 3 GT-2019,43,2019/09/30 00:00,Duke University,38130,38968,SAMN10707783
GCA_004026925.2,Procavia capensis (Cape rock hyrax),Procavia capensis,23.3,2019/07/15 00:00,Broad Institute,38095,9071062,SAMN07678107
GCF_000243295.1,Trichechus manatus latirostris (Florida manatee),Trichechus manatus,150,2012/01/23 00:00,Broad Institute,37750,14442683,SAMN00632092
GCA_003697995.1,Taxidea taxus jeffersonii (American badger),Taxidea taxus,44,2018/10/30 00:00,Canada's Genomic Enterprise,37750,54556,SAMN09519665
GCA_004027165.1,Ctenomys sociabilis (social tuco-tuco),Ctenomys sociabilis,26.5,2019/01/16 00:00,Broad Institute,37562,49073,SAMN07678051
GCA_004026745.1,Myrmecophaga tridactyla (giant anteater),Myrmecophaga tridactyla,28.9,2019/01/16 00:00,Broad Institute,36434,41255,SAMN07678098
GCF_001698545.1,Rhinopithecus bieti (black snub-nosed monkey),Rhinopithecus bieti,76.6,2016/08/03 00:00,Laboratory for conservation and utilization of Bio-resource,36419,2225337,SAMN02786331
GCF_000500345.1,Peromyscus maniculatus bairdii (prairie deer mouse),Peromyscus maniculatus,110,2013/12/03 00:00,Baylor College of Medicine,36367,3760915,SAMN00848614
GCA_004026805.1,Lasiurus borealis (red bat),Lasiurus borealis,42.1,2019/01/16 00:00,Broad Institute,35165,38543,SAMN07678027
GCA_008086735.1,Cheirogaleus medius (Lesser dwarf lemur),Cheirogaleus medius,110,2019/08/26 00:00,Duke University,34905,48318266,SAMN11334321
GCA_004363455.1,Eubalaena japonica (North Pacific right whale),Eubalaena japonica,40,2019/03/22 00:00,Broad Institute,34866,39813,SAMN07678124
GCA_002406435.1,Spermophilus dauricus (Daurian ground squirrel),Spermophilus dauricus,132.3,2017/09/28 00:00,BGI-shenzhen,34849,1761345,SAMN07711139
GCA_007455615.1,Microtus arvalis (Common vole),Microtus arvalis,77,2019/07/25 00:00,Groningen Institute for Evolutionary Life Sciences,34797,52876,SAMN12142102
GCA_004024705.2,Moschus moschiferus (Siberian musk deer),Moschus moschiferus,74.6,2019/07/15 00:00,Broad Institute,34785,11728851,SAMN07678096
GCA_004027415.1,Hipposideros galeritus (Cantor's roundleaf bat),Hipposideros galeritus,46,2019/01/16 00:00,Broad Institute,33704,37985,SAMN07678026
GCA_006410795.1,Tragelaphus strepsiceros (greater kudu),Tragelaphus strepsiceros,137,2019/06/24 00:00,Northwestern Polytechnical University,33649,511483,SAMN08714497
GCA_004027875.1,Aplodontia rufa (mountain beaver),Aplodontia rufa,30.6,2019/01/16 00:00,Broad Institute,33245,37811,SAMN07678037
GCA_007827085.2,Peromyscus californicus insignis (California mouse),Peromyscus californicus,37,2020/03/25 00:00,University of Maryland,32644,113663737,SAMN10698868
GCA_900108605.1,Neovison vison (American mink),Neovison vison,200,2018/01/02 00:00,Center for Quantitative Genetics and Genomics,32336,6814223,SAMEA4493372
GCF_000442215.1,Lipotes vexillifer (Yangtze River dolphin),Lipotes vexillifer,115,2013/07/31 00:00,BGI,31902,2419148,SAMN02953859
GCF_000325575.1,Pteropus alecto (black flying fox),Pteropus alecto,110,2013/12/04 00:00,BGI,31842,15954802,SAMN01103203
GCF_000951045.1,Mandrillus leucophaeus (drill),Mandrillus leucophaeus,117.2,2015/03/12 00:00,Baylor College of Medicine,31346,3186748,SAMN03121813
GCA_003336285.1,Mus spicilegus (steppe mouse),Mus spicilegus,50,2018/07/23 00:00,Oklahoma State Universtiy,30918,2198966,SAMN08141584
GCA_006410875.1,Neotragus pygmaeus (royal antelope),Neotragus pygmaeus,122,2019/06/24 00:00,Northwestern Polytechnical University,30751,363895,SAMN08714492
GCA_004024685.1,Dipodomys stephensi (Stephens's kangaroo rat),Dipodomys stephensi,59.2,2019/01/15 00:00,Broad Institute,30710,36811,SAMN07678080
GCA_004027895.1,Orientallactaga bullata (Gobi jerboa),Orientallactaga bullata,29.1,2019/01/16 00:00,Broad Institute,30651,36308,SAMN07678035
GCF_000622305.1,Nannospalax galili (Upper Galilee mountains blind mole rat),Nannospalax galili,86,2014/06/05 00:00,BGI,30353,3618479,SAMN02299330
GCF_000464555.1,Panthera tigris altaica (Amur tiger),Panthera tigris,99,2013/09/06 00:00,Personal Genomics Institute,30032,8860407,SAMN02086964
GCA_004026965.1,Petromus typicus (dassie-rat),Petromus typicus,37.7,2019/01/16 00:00,Broad Institute,29916,35766,SAMN07678021
GCF_001595765.1,Miniopterus natalensis (bats),Miniopterus natalensis,77,2016/03/22 00:00,"University of California, San Francisco",29777,4315193,SAMN03652541
GCA_008750935.1,Microcebus tavaratra (primates),Microcebus tavaratra,41,2019/09/30 00:00,Duke University,29527,30039,SAMN10707784
GCA_004027085.1,Mesoplodon bidens (Sowerby's beaked whale),Mesoplodon bidens,32.4,2019/01/16 00:00,Broad Institute,28959,33532,SAMN07678145
