Organism Groups,AssemblyAccession,Organism,SpeciesName,Coverage,SubmissionDate,SubmissionYear,SubmitterOrganization,ContigN50,ScaffoldN50,BioSample,GenBank assembly accession,RefSeq assembly accession,sequencing_tech,long_reads
Aves,GCF_002901205.1,Cyanistes caeruleus (blue tit),Cyanistes caeruleus,40,1/26/2018,2018,"Dr. Bernd Tmmermann, NGS core facility, MPI Molecular Genetics",105778,16846143,SAMN03734925,GCA_002901205.1,GCF_002901205.1,Illumina HiSeq,no
Aves,GCA_002909625.1,Bambusicola thoracicus (Chinese bamboo-partridge),Bambusicola thoracicus,25,1/31/2018,2018,University of Florida,10597,13160,SAMN07428836,GCA_002909625.1,NA,Illumina NextSeq 500,no
Aves,GCF_000002315.6,Gallus gallus (chicken),Gallus gallus,82,3/27/2018,2018,Genome Reference Consortium,17655422,20785086,SAMN02981218,GCA_000002315.5,GCF_000002315.5,Pacific Biosciences RSII (P6-C4 and P5-C3 chemistry),yes
Aves,GCF_003031625.1,Empidonax traillii (willow flycatcher),Empidonax traillii,124,4/3/2018,2018,UCLA,86564,895074,SAMN08663748,GCA_003031625.1,GCF_003031625.1,Illumina HiSeq,no
Aves,GCF_003259725.1,Athene cunicularia (burrowing owl),Athene cunicularia,46,6/21/2018,2018,Stefan Boerno's shared submissions,64091,42147404,SAMN08961563,GCA_003259725.1,GCF_003259725.1,Illumina,no
Aves,GCA_003264635.1,Pygoscelis adeliae (Adelie penguin),Pygoscelis adeliae,4.12,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22343,5226700,SAMN06701103,GCA_003264635.1,NA,SOLiD,no
Aves,GCA_003264665.1,Pygoscelis adeliae (Adelie penguin),Pygoscelis adeliae,3.162,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22339,5226628,SAMN06701102,GCA_003264665.1,NA,SOLiD,no
Aves,GCA_003264555.1,Pygoscelis antarcticus (chinstrap penguin),Pygoscelis antarcticus,3.064,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22336,5226338,SAMN06701107,GCA_003264555.1,NA,SOLiD,no
Aves,GCA_003264595.1,Pygoscelis antarcticus (chinstrap penguin),Pygoscelis antarcticus,4.665,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22340,5226391,SAMN06701106,GCA_003264595.1,NA,SOLiD,no
Aves,GCA_003264615.1,Pygoscelis papua (Gentoo penguin),Pygoscelis papua,0.433,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22339,5226675,SAMN06701104,GCA_003264615.1,NA,SOLiD,no
Aves,GCA_003264685.1,Pygoscelis papua (Gentoo penguin),Pygoscelis papua,9.16,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22342,5226246,SAMN06701105,GCA_003264685.1,NA,SOLiD,no
Aves,GCA_003264545.1,Spheniscus humboldti (Humboldt's penguin),Spheniscus humboldti,3.121,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22341,5226396,SAMN06701109,GCA_003264545.1,NA,SOLiD,no
Aves,GCA_003264735.1,Spheniscus humboldti (Humboldt's penguin),Spheniscus humboldti,3.688,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22339,5226263,SAMN06701108,GCA_003264735.1,NA,SOLiD,no
Aves,GCA_003264535.1,Spheniscus magellanicus (Magellanic penguin),Spheniscus magellanicus,3.857,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22336,5226289,SAMN06701111,GCA_003264535.1,NA,SOLiD,no
Aves,GCA_003264715.1,Spheniscus magellanicus (Magellanic penguin),Spheniscus magellanicus,3.071,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22337,5226395,SAMN06701112,GCA_003264715.1,NA,SOLiD,no
Aves,GCA_003264755.1,Spheniscus magellanicus (Magellanic penguin),Spheniscus magellanicus,3.454,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22337,5226340,SAMN06701110,GCA_003264755.1,NA,SOLiD,no
Aves,GCA_003264655.1,Spheniscus mendiculus (Galapagos penguin),Spheniscus mendiculus,3.971,6/25/2018,2018,Center for Bioinformatics and Integrative Biology,22339,5226231,SAMN06701113,GCA_003264655.1,NA,SOLiD,no
Aves,GCA_003286495.1,Hemignathus virens (Hawaii amakihi),Hemignathus virens,21,7/2/2018,2018,Smithsonian Institution NZP,23480,69780276,SAMN02854552,GCA_003286495.1,NA,Illumina HiSeq; 454,no
Aves,GCA_003342985.1,Apteryx haastii (Great spotted kiwi),Apteryx haastii,38.4,7/26/2018,2018,Harvard University,120127,1371329,SAMN08476452,GCA_003342985.1,NA,Illumina HiSeq,no
Aves,GCA_003342965.1,Apteryx owenii (little spotted kiwi),Apteryx owenii,60.5,7/26/2018,2018,Harvard University,138403,1622467,SAMN08476453,GCA_003342965.1,NA,Illumina HiSeq,no
Aves,GCF_003343035.1,Apteryx rowi (Okarito brown kiwi),Apteryx rowi,54.3,7/26/2018,2018,Harvard University,129376,1672276,SAMN08476454,GCA_003343035.1,GCF_003343035.1,Illumina HiSeq,no
Aves,GCA_003342895.1,Casuarius casuarius (southern cassowary),Casuarius casuarius,54.1,7/26/2018,2018,Harvard University,165721,3704890,SAMN08476455,GCA_003342895.1,NA,Illumina HiSeq,no
Aves,GCA_003342915.1,Crypturellus cinnamomeus (birds),Crypturellus cinnamomeus,47.5,7/26/2018,2018,Harvard University,60620,2401919,SAMN08476456,GCA_003342915.1,NA,Illumina HiSeq,no
Aves,GCF_003342905.1,Dromaius novaehollandiae (emu),Dromaius novaehollandiae,64.8,7/26/2018,2018,Harvard University,172131,3305683,SAMN08476457,GCA_003342905.1,GCF_003342905.1,Illumina HiSeq,no
Aves,GCA_003342815.1,Eudromia elegans (elegant crested-tinamou),Eudromia elegans,68,7/26/2018,2018,Harvard University,126242,3261870,SAMN08476458,GCA_003342815.1,NA,Illumina HiSeq,no
Aves,GCF_003342845.1,Nothoprocta perdicaria (birds),Nothoprocta perdicaria,76.2,7/26/2018,2018,Harvard University,95599,3369196,SAMN08476459,GCA_003342845.1,GCF_003342845.1,Illumina HiSeq,no
Aves,GCA_003342835.1,Pterocnemia pennata (lesser rhea),Pterocnemia pennata,42.4,7/26/2018,2018,Harvard University,68142,3903569,SAMN08476461,GCA_003342835.1,NA,Illumina HiSeq,no
Aves,GCA_003343005.1,Rhea americana (greater rhea),Rhea americana,59.9,7/26/2018,2018,Harvard University,88762,3949999,SAMN08476460,GCA_003343005.1,NA,Illumina HiSeq,no
Aves,GCA_003402825.1,Corvus hawaiiensis (hawaiian crow),Corvus hawaiiensis,80,8/16/2018,2018,University of Hawaii,7737654,7737654,SAMN09383001,GCA_003402825.1,NA,PacBio,yes
Aves,GCA_003413605.1,Chrysolophus pictus (golden pheasant),Chrysolophus pictus,130,8/20/2018,2018,Inner Mongolia Agricultural University,38217,1560063,SAMN02980944,GCA_003413605.1,NA,Illumina HiSeq 2000,no
Aves,GCA_003426825.1,Eopsaltria australis (eastern yellow robin),Eopsaltria australis,100,8/23/2018,2018,Deakin University,641411,987278,SAMN09425179,GCA_003426825.1,NA,Illumina; Nanopore,no
Aves,GCA_003435085.1,Syrmaticus mikado (Mikado pheasant),Syrmaticus mikado,160,8/31/2018,2018,National Taiwan University,107959,11324524,SAMN07211794,GCA_003435085.1,NA,Illumina HiSeq,no
Aves,GCA_003546035.1,Mixornis gularis (Striped tit-babbler),Mixornis gularis,78,9/11/2018,2018,National University of Singapore,71550,2810030,SAMN07281160,GCA_003546035.1,NA,Illumina HiSeq,no
Aves,GCA_003676055.1,Erythrura gouldiae (Gouldian finch),Erythrura gouldiae,56,10/23/2018,2018,CIBIO/InBIO Research Center in Biodiversity and Genetic Resources,137954,17126938,SAMN09689584,GCA_003676055.1,NA,Illumina HiSeq,no
Aves,GCA_003692655.1,Hirundo rustica rustica (Barn swallow),Hirundo rustica,45.4,10/29/2018,2018,University of Milan,6124600,25954216,SAMN09657529,GCA_003692655.1,NA,PacBio Sequel,yes
Aves,GCA_003697955.1,Calidris pygmaea (Spoon-billed sandpiper),Calidris pygmaea,38,10/30/2018,2018,Adam Mickiewicz University,189165,3136279,SAMN09355691,GCA_003697955.1,NA,Illumina HiSeq,no
Aves,GCA_003713305.1,Cicinnurus regius (king bird of paradise),Cicinnurus regius,65,11/6/2018,2018,University of Vienna,465502,3187586,SAMN10096784,GCA_003713305.1,NA,Illumina,no
Aves,GCA_003713285.1,Diphyllodes magnificus (birds),Diphyllodes magnificus,150,11/6/2018,2018,University of Vienna,241639,6488714,SAMN10096783,GCA_003713285.1,NA,Illumina,no
Aves,GCA_003713265.1,Paradisaea raggiana (Raggiana bird of paradise),Paradisaea raggiana,36,11/6/2018,2018,University of Vienna,96622,882045,SAMN10096787,GCA_003713265.1,NA,Illumina,no
Aves,GCA_003713215.1,Paradisaea rubra (red bird of paradise),Paradisaea rubra,96,11/6/2018,2018,University of Vienna,415330,3264865,SAMN10096786,GCA_003713215.1,NA,Illumina,no
Aves,GCA_003713295.1,Parotia lawesii (Lawes's parotia),Parotia lawesii,97,11/6/2018,2018,University of Vienna,432029,3066654,SAMN10096785,GCA_003713295.1,NA,Illumina,no
Aves,GCA_003829775.1,Junco hyemalis (dark-eyed junco),Junco hyemalis,233,11/26/2018,2018,National Museum of Natural Sciences,80164,71317294,SAMN10120167,GCA_003829775.1,NA,Illumina HiSeq,no
Aves,GCF_003850225.1,Anas platyrhynchos (mallard),Anas platyrhynchos,50,11/29/2018,2018,"Institute of Animal Sciences (IAS), Chinese Academy of Agricultural Sciences (CAAS)",36811,76129154,SAMN10245527,GCA_003850225.1,GCF_003850225.1,PacBio; BioNano; Hi-C,yes
Aves,GCA_003947215.1,Amazona collaria (yellow-billed parrot),Amazona collaria,40,12/14/2018,2018,Weill Cornell Medicine,208912,13267695,SAMN10023852,GCA_003947215.1,NA,Chromium 10X,no
Aves,GCF_003945725.1,Corapipo altera (White-ruffed manakin),Corapipo altera,56,12/14/2018,2018,Smithsonian Institution,262501,12385833,SAMN10424454,GCA_003945725.1,GCF_003945725.1,Illumina HiSeq,no
Aves,GCA_003957575.1,Calypte anna (Anna's hummingbird),Calypte anna,54,12/20/2018,2018,Vertebrate Genomes Project,1463522,1463522,SAMN02265252,GCA_003957575.1,NA,PacBio RSII; 10X Genomics linked reads,yes
Aves,GCA_003957525.1,Taeniopygia guttata (zebra finch),Taeniopygia guttata,88.2,12/20/2018,2018,Vertebrate Genomes Project,3004452,3004452,SAMN02981239,GCA_003957525.1,NA,PacBio RSII; 10X Genomics linked reads,yes
Aves,GCF_003984885.1,Neopelma chrysocephalum (saffron-crested tyrant-manakin),Neopelma chrysocephalum,80,12/28/2018,2018,Smithsonian Institution,237029,10517223,SAMN08784363,GCA_003984885.2,GCF_003984885.1,Illumina HiSeq,no
Aves,GCA_003993805.1,Himantopus himantopus leucocephalus (black-winged stilt),Himantopus himantopus,51,1/4/2019,2019,University of Otago,36551,99457149,SAMN10386166,GCA_003993805.1,NA,Illumina HiSeq,no
Aves,GCA_004011185.1,Strigops habroptila (Kakapo),Strigops habroptila,76.1,1/10/2019,2019,Vertebrate Genomes Project,153928,153928,SAMN09948751,GCA_004011185.1,NA,PacBio RSII; 10X Genomics linked reads,yes
Aves,GCF_001522545.3,Parus major (Great Tit),Parus major,95,1/15/2019,2019,"Animal Breeding and Genomics Centre, Wageningen University",148693,71365269,SAMN03083587,GCA_001522545.3,GCF_001522545.3,Illumina HiSeq,no
Aves,GCA_004023745.1,Recurvirostra avosetta (Pied Avocet),Recurvirostra avosetta,78,1/15/2019,2019,ConSERT,10462,96778,SAMN10518521,GCA_004023745.1,NA,Illumina NextSeq,no
Aves,GCF_004143745.1,Phasianus colchicus (Ring-necked pheasant),Phasianus colchicus,93,2/6/2019,2019,Shenzhen University,197843,10682894,SAMN08888240,GCA_004143745.1,GCF_004143745.1,Illumina HiSeq,no
Aves,GCA_004320205.1,Lagopus muta japonica (rock ptarmigan),Lagopus muta,71,2/15/2019,2019,"Environmental Genomics Office, Center for Environmental Biology and Ecosystem Studies, National Institute for Environmental Studies",56225,63289,SAMD00156785,GCA_004320205.1,NA,Illumina Miseq pair-end reads; Illumina HiseqX pair-end reads,no
Aves,GCA_004320125.1,Scolopax mira (Amami woodcock),Scolopax mira,55,2/15/2019,2019,"Environmental Genomics Office, Center for Enviromental Biology and Ecosystem Studies, National Institute for Environmental Studies",61187,124759,SAMD00156786,GCA_004320125.1,NA,Illumina HiseqX pair-end reads,no
Aves,GCA_004320145.1,Accipiter nisus (Eurasian sparrowhawk),Accipiter nisus,52,2/16/2019,2019,"Environmental Genomics Office, Center for Enviromental Biology and Ecosystem Studies, National Institute for Environmental Studies",35336,91241,SAMD00156791,GCA_004320145.1,NA,HiseqX pair-end reads,no
Aves,GCA_004320225.1,Bubo blakistoni (Blakiston's fish-owl),Bubo blakistoni,94,2/16/2019,2019,"Environmental Genomics Office, Center for Environmental Biology and Ecosystem Studies, National Institute for Environmental Studies",65049,85182,SAMD00160568,GCA_004320225.1,NA,Illumina Miseq pair-end reads; Illumina HiseqX pair-end reads,no
Aves,GCA_004320165.1,Dendrocopos noguchii (Okinawa woodpecker),Dendrocopos noguchii,74,2/16/2019,2019,"Environmental Genomics Office, Center for Enviromental Biology and Ecosystem Studies, National Institute for Environmental Studies",18451,20195,SAMD00156787,GCA_004320165.1,NA,Illumina Miseq pair-end reads; Illumina HiseqX pair-end reads,no
Aves,GCA_004320185.1,Haliaeetus albicilla (white-tailed eagle),Haliaeetus albicilla,47,2/16/2019,2019,"Environmental Genomics Office, Center for Enviromental Biology and Ecosystem Studies, National Institute for Environmental Studies",53802,120761,SAMD00156790,GCA_004320185.1,NA,Illumina HiseqX pair-end reads,no
Aves,GCA_004360235.1,Grus nigricollis (black-necked crane),Grus nigricollis,84,3/22/2019,2019,Sichuan University,17886166,17886166,SAMN11096029,GCA_004360235.1,NA,Oxford Nanopore PromethION; Illumina HiSeq,yes
Aves,GCF_003957555.1,Calypte anna (Anna's hummingbird),Calypte anna,54,5/16/2019,2019,Vertebrate Genomes Project,14522327,74081004,SAMN02265252,GCA_003957555.2,GCF_003957555.1,PacBio RSII; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics HiC,yes
Aves,GCA_003957565.3,Taeniopygia guttata (zebra finch),Taeniopygia guttata,88.2,5/17/2019,2019,Vertebrate Genomes Project,11998827,70430603,SAMN02981239,GCA_003957565.3,NA,PacBio RSII; 10X Genomics linked reads; Bionano Genomics DLS; Arima Genomics HiC,yes
Aves,GCA_005519975.1,Pavo cristatus (Indian peafowl),Pavo cristatus,236,5/20/2019,2019,"DEPARTMENT OF BIOCHEMISTRY, ALL INDIA INSTITUTE OF MEDICAL SCIENCES(AIIMS), NEW DELHI, INDIA",103131,190304,SAMN07739105,GCA_005519975.1,NA,Illumina HiSeq; Oxford Nanopore MiniION,yes
Aves,GCA_901699165.1,Streptopelia turtur (birds),Streptopelia turtur,44,6/2/2019,2019,SC,776317,776317,SAMEA994735,GCA_901699165.1,NA,NA,NA
Aves,GCA_006130075.1,Branta canadensis (Canada goose),Branta canadensis,80,6/5/2019,2019,Canada's Genomic Enterprise,220846,15516710,SAMN11031539,GCA_006130075.1,NA,Illumina HiSeq,no
Aves,GCF_005870125.1,Lonchura striata domestica (Bengalese finch),Lonchura striata,151,6/5/2019,2019,HHMI/UCSF,100423,71975342,SAMN11521339,GCA_005870125.1,GCF_005870125.1,Illumina HiSeq,no
Aves,GCA_901699155.1,Streptopelia turtur (birds),Streptopelia turtur,44,6/5/2019,2019,SC,3790373,80150727,SAMEA994735,GCA_901699155.1,NA,NA,NA
Aves,GCA_006229135.1,Anser indicus (Bar-headed goose),Anser indicus,103,6/11/2019,2019,"State Key Laboratory of Plateau Ecology and Agriculture, Qinghai University",120377,10094206,SAMN11890447,GCA_006229135.1,NA,Illumina HiSeq,no
Aves,GCA_005890655.1,Centrocercus minimus (Gunnison sage-grouse),Centrocercus minimus,204,6/14/2019,2019,U.S. Geological Survey,3500535,3849570,SAMN11266852,GCA_005890655.1,NA,Illumina HiSeq; PacBio RSII,yes
Aves,GCF_001715985.3,Manacus vitellinus (golden-collared manakin),Manacus vitellinus,110,7/3/2019,2019,Smithsonian Institution National Museum of Natural History,290580,17883582,SAMN02299332,GCA_000692015.2,GCF_000692015.1,Illumina HiSeq,no
Aves,GCA_902153765.1,Aquila chrysaetos chrysaetos (golden eagle),Aquila chrysaetos,60,7/8/2019,2019,SC,640223,659735,SAMEA994725,GCA_902153765.1,NA,NA,NA
Aves,GCA_006937325.1,Anomalopteryx didiformis (little bush moa),Anomalopteryx didiformis,3.9,7/12/2019,2019,Harvard University,824,3350051,SAMN08482543,GCA_006937325.1,NA,Illumina HiSeq,no
Aves,GCA_006938045.1,Anomalopteryx didiformis (little bush moa),Anomalopteryx didiformis,4,7/12/2019,2019,Harvard University,774,3349349,SAMN08482543,GCA_006938045.1,NA,Illumina HiSeq,no
Aves,GCF_007115625.1,Serinus canaria (Common canary),Serinus canaria,50,7/18/2019,2019,CIBIO-InBIO,90869,79047965,SAMN12017177,GCA_007115625.1,GCF_007115625.1,Illumina HiSeq; PacBio RS; Chicago Sequencing; Dovetail Genomics; HiC Sequencing,no
Aves,GCA_007252995.1,Zosterops borbonicus (birds),Zosterops borbonicus,80,7/22/2019,2019,University of Montpellier,20903,1810786,SAMN11339519,GCA_007252995.1,NA,Illumina HiSeq; PacBio,yes
Aves,GCA_007556475.1,Zosterops pallidus (pale white-eye),Zosterops pallidus,80,7/26/2019,2019,University of Montpellier,26333,379821,SAMN11339534,GCA_007556475.1,NA,Illumina HiSeq,no
Aves,GCA_007636935.1,Tachycineta bicolor (Tree swallow),Tachycineta bicolor,83.6,7/30/2019,2019,Cornell University,16265,34257,SAMN12236919,GCA_007636935.1,NA,Illumina HiSeq,no
Aves,GCA_008033365.1,Pseudorectes ferrugineus (Rusty pitohui),Pseudorectes ferrugineus,23,8/20/2019,2019,National University of Singapore,10773,15139,SAMN09908057,GCA_008033365.1,NA,Illumina,no
Aves,GCF_901933205.1,Camarhynchus parvulus (birds),Camarhynchus parvulus,31,9/6/2019,2019,UPPSALA UNIVERISTY,16035651,70356807,SAMEA5603054,GCA_901933205.1,GCF_901933205.1,NA,NA
Aves,GCA_008360975.1,Lichenostomus cassidix (helmeted honeyeater),Lichenostomus cassidix,100,9/9/2019,2019,Deakin University,7673876,7973128,SAMN12287370,GCA_008360975.1,NA,Illumina NovaSeq; Oxford Nanopore MinION,yes
Aves,GCA_008658355.1,Alca torda (razorbill),Alca torda,64.69,9/23/2019,2019,G10K,1949609,1949609,SAMN12292087,GCA_008658365.1,NA,PacBio Sequel; Illumina NovaSeq; 10X Genome; Arima Hi-C,yes
Aves,GCA_008694505.1,Cyanoderma ruficeps (rufous-capped babbler),Cyanoderma ruficeps,185,9/25/2019,2019,Academia Sinica,194313,15643638,SAMN12816971,GCA_008694505.1,NA,Illumina HiSeq,no
Aves,GCA_008711295.1,Charadrius alexandrinus (Kentish plover),Charadrius alexandrinus,134,9/27/2019,2019,Sun Yat-sen University,129786,3290793,SAMN12714389,GCA_008711295.1,NA,Illumina HiSeq,no
Aves,GCA_008822125.1,Taeniopygia guttata (zebra finch),Taeniopygia guttata,82.5,10/3/2019,2019,Vertebrate Genomes Project,4443179,71341325,SAMN09946140,GCA_008822125.1,NA,PacBio Sequel; 10X genome; Bionano Genomics; Arima Genomics Hi-C; Illumina HiSeq,yes
Aves,GCA_008746955.1,Anas platyrhynchos (mallard),Anas platyrhynchos,100,10/7/2019,2019,China Agricultural University,11467013,77626585,SAMN12287667,GCA_008746955.1,NA,PacBio Sequel,yes
Aves,GCA_008692595.1,Colinus virginianus (northern bobwhite),Colinus virginianus,118,10/7/2019,2019,Louisiana State University,136674,66809948,SAMN09044008,GCA_008692595.1,NA,Illumina HiSeq,no
Aves,GCA_008921705.1,Burhinus oedicnemus (Eurasian thick-knee),Burhinus oedicnemus,137,10/8/2019,2019,International Fund for Houbara Conservation,93678,1937420,SAMN11554498,GCA_008921705.1,NA,Illumina HiSeq,no
Aves,GCA_008658365.1,Alca torda (razorbill),Alca torda,64.69,10/10/2019,2019,G10K,18221265,84526827,SAMN12292087,GCA_008658355.1,NA,PacBio Sequel; Illumina NovaSeq; 10X Genome; Arima Hi-C,yes
Aves,GCF_000146605.3,Meleagris gallopavo (turkey),Meleagris gallopavo,35,10/21/2019,2019,Turkey Genome Consortium,27076,3898092,SAMN02981253,GCA_000146605.4,GCF_000146605.3,Illumina GAII; Sanger; 454,no
Aves,GCA_009430485.1,Anthochaera phrygia (Regent honeyeater),Anthochaera phrygia,1,10/31/2019,2019,The Australian National University,944,4482,SAMN12070213,GCA_009430485.1,NA,Illumina HiSeq,no
Aves,GCA_009650515.1,Corvus moneduloides (New Caledonian crow),Corvus moneduloides,100,11/12/2019,2019,University of Otago,331397,4457533,SAMN12418287,GCA_009650515.1,NA,Illumina HiSeq,no
Aves,GCA_009651025.1,Corvus moneduloides (New Caledonian crow),Corvus moneduloides,62.08,11/12/2019,2019,Vertebrate Genomes Project,2563033,2563033,SAMN12368441,GCA_009651025.1,NA,PacBio Sequel I; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,yes
Aves,GCA_902168055.1,Aratinga solstitialis (sun parakeet),Aratinga solstitialis,100,11/14/2019,2019,INSTITUT DE BIOLOGIA EVOLUTIVA (CSIC-UPF),236229,16980747,SAMEA5743801,GCA_902168055.1,NA,NA,NA
Aves,GCF_009650955.1,Corvus moneduloides (New Caledonian crow),Corvus moneduloides,62.08,11/14/2019,2019,Vertebrate Genomes Project,11524098,74699841,SAMN12368441,GCA_009650955.1,GCF_009650955.1,PacBio Sequel I; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,yes
Aves,GCA_009690805.1,Hemignathus wilsoni (Akiapolaau),Hemignathus wilsoni,134,11/22/2019,2019,Smithsonian Institution,69851,3340285,SAMN10867508,GCA_009690805.1,NA,Illumina,no
Aves,GCA_009194515.1,Cairina moschata domestica (Muscovy Duck (domestic type)),Cairina moschata,100,11/25/2019,2019,McDonnell Genome Institute - Washington University School of Medicine,89133,2417665,SAMN08035743,GCA_009194515.1,NA,Illumina HiSeq,no
Aves,GCA_009741485.1,Malurus cyaneus samueli (Superb fairywren),Malurus cyaneus,51.2,12/12/2019,2019,Australian National University,210412,68113514,SAMN12217597,GCA_009741485.1,NA,Illumina HiSeq; Illumina MiSeq; PacBio RSII,yes
Aves,GCA_009764545.1,Geothlypis trichas (common yellowthroat),Geothlypis trichas,52.11,12/18/2019,2019,G10K,1049351,1049351,SAMN12631222,GCA_009764595.1,NA,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,yes
Aves,GCA_009764505.1,Tauraco erythrolophus (red-crested turaco),Tauraco erythrolophus,65.99,12/18/2019,2019,Vertebrate Genomes Project,1233539,1233539,SAMN12621036,GCA_009769465.1,NA,PacBio Sequel I CLR; Illumina NovaSeq; Arima Genomics Hi-C; Bionano Genomics DLS,yes
