Organism Groups,accession,submission_date,year,ReleaseOrder,sequence_length,organism
Osteichthyes,AP004423,14-Nov-2002,2002,355,16508,Cetostoma regani
Osteichthyes,AP004422,14-Nov-2002,2002,356,16614,Gambusia affinis
Osteichthyes,AP004421,14-Nov-2002,2002,357,16714,Oryzias latipes
Osteichthyes,AP004420,14-Nov-2002,2002,358,16566,Hypoatherina tsurugae
Osteichthyes,AP004419,14-Nov-2002,2002,359,16487,Melanotaenia lacustris
Osteichthyes,AP004418,14-Nov-2002,2002,360,16758,Melanocetus murrayi
Osteichthyes,AP004416,14-Nov-2002,2002,361,16488,Chaunax penicillatus
Osteichthyes,AP004415,14-Nov-2002,2002,362,16486,Chaunax abei
Osteichthyes,AP004412,14-Nov-2002,2002,363,16527,Lota lota
Osteichthyes,AP004411,14-Nov-2002,2002,364,16030,Bregmaceros nectabanus
Osteichthyes,AP004409,14-Nov-2002,2002,365,16999,Physiculus japonicus
Osteichthyes,AP004408,14-Nov-2002,2002,366,16495,Diplacanthopoma brachysoma
Osteichthyes,AP004407,14-Nov-2002,2002,367,16495,Cataetyx rubrirostris
Osteichthyes,AP004406,14-Nov-2002,2002,368,16090,Sirembo imberbis
Osteichthyes,AP004405,14-Nov-2002,2002,369,16579,Bassozetus zenkevitchi
Osteichthyes,AP004404,14-Nov-2002,2002,370,16613,Carapus bermudensis
Osteichthyes,AP004403,14-Nov-2002,2002,371,16601,Aphredoderus sayanus
Osteichthyes,AP004351,15-Nov-2002,2002,372,16621,Polypterus ornatipinnis
Osteichthyes,AP004356,15-Nov-2002,2002,373,16619,Hiodon alosoides
Osteichthyes,AP002975,15-Nov-2002,2002,374,16145,Notacanthus chemnitzii
Osteichthyes,AP004355,15-Nov-2002,2002,375,16262,Atractosteus spatula
Osteichthyes,AP004354,15-Nov-2002,2002,376,16493,Scaphirhynchus cf. albus
Osteichthyes,AP004353,15-Nov-2002,2002,377,16512,Polyodon spathula
Osteichthyes,AP004352,15-Nov-2002,2002,378,16627,Polypterus senegalus senegalus
Osteichthyes,AP004350,15-Nov-2002,2002,379,16133,Erpetoichthys calabaricus
Osteichthyes,AP002976,15-Nov-2002,2002,380,16579,Gymnothorax kidako
Osteichthyes,NC_004412,18-Nov-2002,2002,381,16496,Salarias fasciatus
Osteichthyes,NC_004408,18-Nov-2002,2002,382,16496,Pterocaesio tile
Osteichthyes,NC_004407,18-Nov-2002,2002,383,16502,Emmelichthys struhsakeri
Osteichthyes,NC_004406,18-Nov-2002,2002,384,16593,Caranx melampygus
Osteichthyes,NC_004405,18-Nov-2002,2002,385,16556,Carangoides armatus
Osteichthyes,NC_004402,18-Nov-2002,2002,386,16751,Dactyloptena tiltoni
Osteichthyes,NC_004401,18-Nov-2002,2002,387,16152,Indostomus paradoxus
Osteichthyes,NC_004399,18-Nov-2002,2002,388,16745,Neocyttus rhomboidalis
Osteichthyes,NC_004398,18-Nov-2002,2002,389,16750,Allocyttus niger
Osteichthyes,NC_004397,18-Nov-2002,2002,390,16843,Zenion japonicum
Osteichthyes,NC_004396,18-Nov-2002,2002,391,16848,Parazen pacificus
Osteichthyes,NC_004395,18-Nov-2002,2002,392,16526,Sargocentron rubrum
Osteichthyes,NC_004394,18-Nov-2002,2002,393,16541,Ostichthys japonicus
Osteichthyes,NC_004392,18-Nov-2002,2002,394,16567,Monocentris japonicus
Osteichthyes,NC_004390,18-Nov-2002,2002,395,16508,Eutaeniophorus sp. 033-Miya
Osteichthyes,NC_004384,18-Nov-2002,2002,396,16758,Melanocetus murrayi
Osteichthyes,NC_004382,18-Nov-2002,2002,397,16488,Chaunax penicillatus
Osteichthyes,NC_004381,18-Nov-2002,2002,398,16486,Chaunax abei
Osteichthyes,NC_004378,18-Nov-2002,2002,399,16564,Lamprogrammus niger
Osteichthyes,NC_004377,18-Nov-2002,2002,400,16999,Physiculus japonicus
Osteichthyes,NC_004376,18-Nov-2002,2002,401,16495,Diplacanthopoma brachysoma
Osteichthyes,NC_004375,18-Nov-2002,2002,402,16495,Cataetyx rubrirostris
Osteichthyes,NC_004374,18-Nov-2002,2002,403,16579,Bassozetus zenkevitchi
Osteichthyes,NC_004373,18-Nov-2002,2002,404,16613,Carapus bermudensis
Osteichthyes,NC_004420,18-Nov-2002,2002,405,16493,Scaphirhynchus cf. albus
Osteichthyes,NC_004418,18-Nov-2002,2002,406,16627,Polypterus senegalus senegalus
Osteichthyes,NC_004400,18-Nov-2002,2002,407,16479,Hypoptychus dybowskii
Osteichthyes,NC_004417,18-Nov-2002,2002,408,16579,Gymnothorax kidako
Osteichthyes,NC_004404,18-Nov-2002,2002,409,16561,Cottus reinii
Osteichthyes,NC_004386,18-Nov-2002,2002,410,16566,Hypoatherina tsurugae
Osteichthyes,NC_004385,18-Nov-2002,2002,411,16487,Melanotaenia lacustris
Osteichthyes,NC_004393,18-Nov-2002,2002,412,16535,Beryx decadactylus
Osteichthyes,NC_004372,18-Nov-2002,2002,413,16601,Aphredoderus sayanus
Osteichthyes,NC_004389,18-Nov-2002,2002,414,16508,Cetostoma regani
Osteichthyes,NC_004391,18-Nov-2002,2002,415,16511,Anoplogaster cornuta
Osteichthyes,NC_004415,18-Nov-2002,2002,416,16522,Eleotris acanthopoma
Osteichthyes,NC_004414,18-Nov-2002,2002,417,16518,Rhyacichthys aspro
Osteichthyes,NC_004379,18-Nov-2002,2002,418,16527,Lota lota
Osteichthyes,NC_004411,18-Nov-2002,2002,419,16680,Petroscirtes breviceps
Osteichthyes,NC_004388,18-Nov-2002,2002,420,16614,Gambusia affinis
Osteichthyes,NC_004387,18-Nov-2002,2002,421,16714,Oryzias latipes
Osteichthyes,NC_004380,18-Nov-2002,2002,422,16479,Lophius americanus
Osteichthyes,NC_004419,18-Nov-2002,2002,423,16512,Polyodon spathula
Osteichthyes,NC_004416,18-Nov-2002,2002,424,16584,Sufflamen fraenatum
Osteichthyes,NC_004410,18-Nov-2002,2002,425,16522,Pholis crassispina
Osteichthyes,NC_004409,18-Nov-2002,2002,426,16697,Icelus toyamensis
Osteichthyes,NC_004403,18-Nov-2002,2002,427,16526,Scalicus amiscus
Crocodylia,AF511507,10-Dec-2002,2002,428,16746,Alligator sinensis
Mammalia,AF460846,10-Dec-2002,2002,429,16781,Galeopterus variegatus
Osteichthyes,AB094061,10-Dec-2002,2002,430,16571,Gadus chalcogrammus
Mammalia,AY172581,15-Dec-2002,2002,431,16313,Rattus norvegicus
Osteichthyes,NC_004449,18-Dec-2002,2002,432,16571,Gadus chalcogrammus
Mammalia,AB074968,8-Jan-2003,2003,433,16337,Bos taurus
Mammalia,AB074967,8-Jan-2003,2003,434,16337,Bos taurus
Mammalia,AB074966,8-Jan-2003,2003,435,16338,Bos taurus
Mammalia,AB074965,8-Jan-2003,2003,436,16337,Bos taurus
Mammalia,AB074964,8-Jan-2003,2003,437,16337,Bos taurus
Mammalia,AB074963,8-Jan-2003,2003,438,16337,Bos taurus
Mammalia,AB074962,8-Jan-2003,2003,439,16337,Bos taurus
Osteichthyes,AB099716,11-Jan-2003,2003,440,16520,Euthynnus alletteratus
Osteichthyes,NC_004530,14-Jan-2003,2003,441,16520,Euthynnus alletteratus
Aves,AF362763,16-Jan-2003,2003,442,17611,Eudyptula minor
Aves,AF363031,16-Jan-2003,2003,443,16737,Anser albifrons
Aves,NC_004538,22-Jan-2003,2003,444,17611,Eudyptula minor
Aves,NC_004539,22-Jan-2003,2003,445,16737,Anser albifrons
Mammalia,AY225986,4-Feb-2003,2003,446,16354,Muntiacus muntjak
Mammalia,NC_004563,11-Feb-2003,2003,447,16354,Muntiacus muntjak
Aves,AB073301,25-Feb-2003,2003,448,16687,Coturnix chinensis
Aves,AP003580,25-Feb-2003,2003,449,16788,Gallus gallus
Mammalia,AY239042,26-Feb-2003,2003,450,16357,Muntiacus crinifrons
Aves,NC_004575,28-Feb-2003,2003,451,16687,Coturnix chinensis
Aves,AY235571,2-Mar-2003,2003,452,16782,Gallus gallus
Aves,AY235570,2-Mar-2003,2003,453,16784,Gallus gallus
Mammalia,NC_004577,6-Mar-2003,2003,454,16357,Muntiacus crinifrons
Osteichthyes,NC_004591,8-Mar-2003,2003,455,17338,Lipolagus ochotensis
Osteichthyes,NC_004597,8-Mar-2003,2003,456,16632,Platytroctes apus
Osteichthyes,NC_004596,8-Mar-2003,2003,457,16620,Nansenia ardesiaca
Osteichthyes,NC_004595,8-Mar-2003,2003,458,16627,Glossanodon semifasciatus
Osteichthyes,NC_004592,8-Mar-2003,2003,459,17157,Dallia pectoralis
Osteichthyes,NC_004594,8-Mar-2003,2003,460,16508,Galaxias maculatus
Osteichthyes,NC_004593,8-Mar-2003,2003,461,16695,Esox lucius
Osteichthyes,NC_004600,10-Mar-2003,2003,462,16645,Opisthoproctus soleatus
Osteichthyes,NC_004598,10-Mar-2003,2003,463,16563,Retropinna retropinna
Osteichthyes,NC_004590,10-Mar-2003,2003,464,16644,Alepocephalus tenebrosus
Osteichthyes,NC_004599,10-Mar-2003,2003,465,16598,Salangichthys microdon
Osteichthyes,AB054126,3-Apr-2003,2003,466,16559,Lefua echigonia
Osteichthyes,AB054125,3-Apr-2003,2003,467,16572,Cobitis striata
Osteichthyes,AB054134,3-Apr-2003,2003,468,16536,Gonorynchus greyi
Osteichthyes,AB054133,3-Apr-2003,2003,469,16231,Chanos chanos
Osteichthyes,AB054132,3-Apr-2003,2003,470,15897,Apteronotus albifrons
Osteichthyes,AB054131,3-Apr-2003,2003,471,16571,Eigenmannia sp. CBM-ZF-10620
Osteichthyes,AB054130,3-Apr-2003,2003,472,16850,Chalceus macrolepidotus
Osteichthyes,AB054129,3-Apr-2003,2003,473,16652,Phenacogrammus interruptus
Osteichthyes,AB054128,3-Apr-2003,2003,474,16831,Corydoras rabauti
Osteichthyes,AB054127,3-Apr-2003,2003,475,16529,Tachysurus tokiensis
Osteichthyes,AB054124,3-Apr-2003,2003,476,16665,Sarcocheilichthys variegatus microoculus
Osteichthyes,NC_004702,7-Apr-2003,2003,477,16536,Gonorynchus greyi
Osteichthyes,NC_004698,7-Apr-2003,2003,478,16831,Corydoras rabauti
Osteichthyes,NC_004696,7-Apr-2003,2003,479,16559,Lefua echigonia
Osteichthyes,NC_004695,7-Apr-2003,2003,480,16572,Cobitis striata
Osteichthyes,NC_004694,7-Apr-2003,2003,481,16665,Sarcocheilichthys variegatus microoculus
Osteichthyes,NC_004700,7-Apr-2003,2003,482,16850,Chalceus macrolepidotus
Osteichthyes,NC_004699,7-Apr-2003,2003,483,16652,Phenacogrammus interruptus
Osteichthyes,NC_004701,7-Apr-2003,2003,484,16571,Eigenmannia sp. CBM-ZF-10620
Osteichthyes,NC_004692,7-Apr-2003,2003,485,15897,Apteronotus albifrons
Osteichthyes,NC_004693,7-Apr-2003,2003,486,16231,Chanos chanos
Osteichthyes,NC_004697,7-Apr-2003,2003,487,16529,Tachysurus tokiensis
Osteichthyes,NC_004742,23-Apr-2003,2003,488,16210,Amia calva
Osteichthyes,NC_004744,23-Apr-2003,2003,489,16330,Lepisosteus oculatus
Osteichthyes,NC_004743,23-Apr-2003,2003,490,16692,Acipenser transmontanus
Osteichthyes,AY302574,16-Jun-2003,2003,491,16526,Thunnus thynnus thynnus
Osteichthyes,NC_004901,20-Jun-2003,2003,492,16526,Thunnus thynnus thynnus
Mammalia,AB096867,25-Jun-2003,2003,493,16677,Elephantulus sp. VB001
Mammalia,AB096866,25-Jun-2003,2003,494,16652,Chrysochloris asiatica
Mammalia,AB096865,25-Jun-2003,2003,495,16743,Procavia capensis
Osteichthyes,AB097669,1-Jul-2003,2003,496,16526,Thunnus thynnus thynnus
Mammalia,NC_004921,2-Jul-2003,2003,497,16677,Elephantulus sp. VB001
Mammalia,NC_004920,2-Jul-2003,2003,498,16652,Chrysochloris asiatica
Mammalia,NC_004919,2-Jul-2003,2003,499,16743,Procavia capensis
Amphibia,NC_004926,7-Jul-2003,2003,500,16503,Andrias davidianus
Mammalia,AB099484,8-Jul-2003,2003,501,16579,Echinops telfairi
Mammalia,AB099483,8-Jul-2003,2003,502,16904,Urotrichus talpoides
Mammalia,AB099482,8-Jul-2003,2003,503,16814,Mogera wogura
Mammalia,AB099481,8-Jul-2003,2003,504,17283,Hemiechinus auritus
Mammalia,NC_005033,11-Jul-2003,2003,505,17283,Hemiechinus auritus
Mammalia,NC_005034,11-Jul-2003,2003,506,16904,Urotrichus talpoides
Mammalia,NC_005035,11-Jul-2003,2003,507,16814,Mogera wogura
Mammalia,AY339599,17-Jul-2003,2003,508,16300,Mus musculus
Osteichthyes,AY341348,17-Jul-2003,2003,509,16600,Etheostoma radiosum
Mammalia,NC_005044,26-Jul-2003,2003,510,16643,Capra hircus
Amphibia,AY158705,2-Aug-2003,2003,511,17717,Fejervarya limnocharis
Amphibia,NC_005055,5-Aug-2003,2003,512,17717,Fejervarya limnocharis
Osteichthyes,AY366087,26-Aug-2003,2003,513,16611,Carpiodes carpio
Mammalia,AY172335,5-Sep-2003,2003,514,16299,Mus musculus
Mammalia,NC_005089,9-Sep-2003,2003,515,16299,Mus musculus
Mammalia,NC_005129,9-Oct-2003,2003,516,16902,Elephas maximus
Osteichthyes,AB124801,23-Oct-2003,2003,517,16628,Pagrus auriga
Osteichthyes,NC_005144,29-Oct-2003,2003,518,16145,Notacanthus chemnitzii
Osteichthyes,NC_005146,29-Oct-2003,2003,519,16628,Pagrus auriga
Osteichthyes,NC_005145,29-Oct-2003,2003,520,16619,Hiodon alosoides
Mammalia,AF344830,13-Nov-2003,2003,521,17047,Acinonyx jubatus
Mammalia,NC_005212,17-Nov-2003,2003,522,17047,Acinonyx jubatus
Osteichthyes,AY442351,18-Nov-2003,2003,523,16760,Huso huso
Osteichthyes,AY442350,18-Nov-2003,2003,524,16384,Lepisosteus oculatus
Osteichthyes,AY442349,18-Nov-2003,2003,525,16574,Polyodon spathula
Osteichthyes,AY442348,18-Nov-2003,2003,526,16674,Erpetoichthys calabaricus
Osteichthyes,AY442347,18-Nov-2003,2003,527,16989,Amia calva
Osteichthyes,AB046473,20-Nov-2003,2003,528,18978,Eurypharynx pelecanoides
Osteichthyes,AB047825,20-Nov-2003,2003,529,18495,Saccopharynx lavenbergi
Mammalia,AY463959,23-Nov-2003,2003,530,17011,Acinonyx jubatus
Osteichthyes,AB108498,2-Dec-2003,2003,531,16559,Trachurus trachurus
Osteichthyes,NC_005254,3-Dec-2003,2003,532,16600,Etheostoma radiosum
Osteichthyes,NC_005251,3-Dec-2003,2003,533,16674,Erpetoichthys calabaricus
Osteichthyes,NC_005257,3-Dec-2003,2003,534,16611,Carpiodes carpio
Osteichthyes,NC_005252,3-Dec-2003,2003,535,16760,Huso huso
Mammalia,NC_005275,5-Dec-2003,2003,536,16324,Platanista minor
Mammalia,NC_005273,5-Dec-2003,2003,537,16346,Hyperoodon ampullatus
Mammalia,NC_005274,5-Dec-2003,2003,538,16346,Berardius bairdii
Mammalia,NC_005277,5-Dec-2003,2003,539,16593,Pontoporia blainvillei
Mammalia,NC_005279,5-Dec-2003,2003,540,16383,Monodon monoceros
Mammalia,NC_005272,5-Dec-2003,2003,541,16406,Kogia breviceps
Mammalia,NC_005278,5-Dec-2003,2003,542,16393,Lagenorhynchus albirostris
Mammalia,NC_005269,5-Dec-2003,2003,543,16383,Caperea marginata
Mammalia,NC_005268,5-Dec-2003,2003,544,16390,Balaena mysticetus
Mammalia,NC_005271,5-Dec-2003,2003,545,16417,Balaenoptera acutorostrata
Mammalia,NC_005270,5-Dec-2003,2003,546,16412,Eschrichtius robustus
Mammalia,NC_005280,5-Dec-2003,2003,547,16382,Phocoena phocoena
Mammalia,NC_005276,5-Dec-2003,2003,548,16588,Inia geoffrensis
Mammalia,AF486874,8-Dec-2003,2003,549,15976,Sus scrofa
Mammalia,AF486873,8-Dec-2003,2003,550,15978,Sus scrofa
Mammalia,AF486872,8-Dec-2003,2003,551,15977,Sus scrofa
Mammalia,AF486871,8-Dec-2003,2003,552,15977,Sus scrofa
Mammalia,AF486870,8-Dec-2003,2003,553,15977,Sus scrofa
Mammalia,AF486869,8-Dec-2003,2003,554,15977,Sus scrofa
Mammalia,AF486868,8-Dec-2003,2003,555,15977,Sus scrofa
Mammalia,AF486867,8-Dec-2003,2003,556,15977,Sus scrofa
Mammalia,AF486866,8-Dec-2003,2003,557,15978,Sus scrofa
Mammalia,AF486865,8-Dec-2003,2003,558,15978,Sus scrofa
Mammalia,AF486864,8-Dec-2003,2003,559,15977,Sus scrofa
Mammalia,AF486863,8-Dec-2003,2003,560,15976,Sus scrofa
Mammalia,AF486862,8-Dec-2003,2003,561,15977,Sus scrofa
Mammalia,AF486861,8-Dec-2003,2003,562,15978,Sus scrofa
Mammalia,AF486860,8-Dec-2003,2003,563,15977,Sus scrofa
Mammalia,AF486859,8-Dec-2003,2003,564,15978,Sus scrofa
Mammalia,AF486858,8-Dec-2003,2003,565,15978,Sus scrofa
Mammalia,AF486857,8-Dec-2003,2003,566,15978,Sus scrofa
Mammalia,AF486856,8-Dec-2003,2003,567,15977,Sus scrofa
Mammalia,AF486855,8-Dec-2003,2003,568,15979,Sus scrofa
Osteichthyes,NC_005298,15-Dec-2003,2003,569,18495,Saccopharynx lavenbergi
Osteichthyes,NC_005299,17-Dec-2003,2003,570,18978,Eurypharynx pelecanoides
Osteichthyes,AB103468,6-Jan-2004,2004,571,16503,Auxis rochei
Osteichthyes,AB103467,6-Jan-2004,2004,572,16501,Auxis rochei
Osteichthyes,AB101291,6-Jan-2004,2004,573,16527,Thunnus alalunga
Osteichthyes,AB101290,6-Jan-2004,2004,574,16515,Katsuwonus pelamis
Osteichthyes,AB105447,7-Jan-2004,2004,575,16506,Auxis thazard
Osteichthyes,AB105165,7-Jan-2004,2004,576,16503,Auxis rochei
Mammalia,NC_005314,13-Jan-2004,2004,577,16546,Jaculus jaculus
Mammalia,NC_005315,13-Jan-2004,2004,578,16408,Nannospalax ehrenbergi
Osteichthyes,NC_005317,13-Jan-2004,2004,579,16527,Thunnus alalunga
Osteichthyes,NC_005316,13-Jan-2004,2004,580,16515,Katsuwonus pelamis
Osteichthyes,NC_005313,13-Jan-2004,2004,581,16501,Auxis rochei
Osteichthyes,NC_005318,13-Jan-2004,2004,582,16506,Auxis thazard
Mammalia,NC_005358,28-Jan-2004,2004,583,16481,Ochotona princeps
Osteichthyes,AY491978,2-Feb-2004,2004,584,16525,Sebastes schlegelii
Mammalia,AY533108,3-Feb-2004,2004,585,16299,Mus musculus
Mammalia,AY533107,3-Feb-2004,2004,586,16301,Mus musculus
Mammalia,AY533106,3-Feb-2004,2004,587,16301,Mus musculus
Mammalia,AY533105,3-Feb-2004,2004,588,16300,Mus musculus
Osteichthyes,AY510086,3-Feb-2004,2004,589,16520,Polyodon spathula
Osteichthyes,AY510085,3-Feb-2004,2004,590,16438,Acipenser dabryanus
Osteichthyes,AB126083,3-Feb-2004,2004,591,16610,Carpiodes carpio
Aves,AP003318,14-Feb-2004,2004,592,16785,Gallus gallus
Aves,AP003317,14-Feb-2004,2004,593,16788,Gallus gallus
Mammalia,AY526085,16-Feb-2004,2004,594,16338,Bos taurus
Aves,AB086102,17-Feb-2004,2004,595,16784,Gallus gallus
Mammalia,NC_005434,19-Feb-2004,2004,596,16869,Rhinolophus pumilus
Mammalia,NC_005436,19-Feb-2004,2004,597,16976,Pipistrellus abramus
Mammalia,NC_005435,19-Feb-2004,2004,598,17105,Sorex unguiculatus
Osteichthyes,NC_005450,19-Feb-2004,2004,599,16525,Sebastes schlegelii
Osteichthyes,NC_005451,19-Feb-2004,2004,600,16438,Acipenser dabryanus
Mammalia,NC_005433,20-Feb-2004,2004,601,16851,Rhinolophus monoceros
Osteichthyes,AP002977,9-Mar-2004,2004,602,16166,Synaphobranchus kaupii
Osteichthyes,AP004808,9-Mar-2004,2004,603,16686,Megalops atlanticus
Osteichthyes,AP004807,9-Mar-2004,2004,604,16120,Elops saurus
Osteichthyes,AP002978,9-Mar-2004,2004,605,17843,Ophisurus macrorhynchos
Osteichthyes,AP002974,9-Mar-2004,2004,606,16649,Aldrovandia affinis
Osteichthyes,AP002973,9-Mar-2004,2004,607,16255,Albula glossodonta
Osteichthyes,AB051110,9-Mar-2004,2004,608,16412,Megalops cyprinoides
Osteichthyes,AB051070,9-Mar-2004,2004,609,16713,Elops hawaiensis
Amphibia,NC_005794,12-Mar-2004,2004,610,17374,Duttaphrynus melanostictus
Osteichthyes,NC_005801,12-Mar-2004,2004,611,16649,Aldrovandia affinis
Osteichthyes,NC_005800,12-Mar-2004,2004,612,16255,Albula glossodonta
Osteichthyes,NC_005802,12-Mar-2004,2004,613,17843,Ophisurus macrorhynchos
Osteichthyes,NC_005805,12-Mar-2004,2004,614,16166,Synaphobranchus kaupii
Osteichthyes,NC_005799,12-Mar-2004,2004,615,16412,Megalops cyprinoides
Osteichthyes,NC_005804,12-Mar-2004,2004,616,16686,Megalops atlanticus
Osteichthyes,NC_005803,12-Mar-2004,2004,617,16120,Elops saurus
Osteichthyes,NC_005795,12-Mar-2004,2004,618,16537,Acipenser stellatus
Amphibia,NC_005797,15-Mar-2004,2004,619,16369,Ambystoma mexicanum
Osteichthyes,NC_005796,15-Mar-2004,2004,620,16188,Pterothrissus gissu
Osteichthyes,NC_005798,15-Mar-2004,2004,621,16713,Elops hawaiensis
Mammalia,NC_005828,24-Mar-2004,2004,622,16629,Caenolestes fuliginosus
Mammalia,NC_005829,24-Mar-2004,2004,623,16727,Rhyncholestes raphanurus
Osteichthyes,AY571339,24-Mar-2004,2004,624,16483,Psephurus gladius
Aves,AY309457,29-Mar-2004,2004,625,16223,Ninox novaeseelandiae
Aves,AY309456,29-Mar-2004,2004,626,15599,Strigops habroptila
Aves,AY325307,29-Mar-2004,2004,627,16069,Acanthisitta chloris
Aves,AY309455,29-Mar-2004,2004,628,16870,Anseranas semipalmata
Osteichthyes,AP006239,1-Apr-2004,2004,629,16481,Masturus lanceolatus
Osteichthyes,AP006238,1-Apr-2004,2004,630,16488,Mola mola
Osteichthyes,NC_005834,2-Apr-2004,2004,631,16483,Psephurus gladius
Osteichthyes,NC_005837,6-Apr-2004,2004,632,16481,Masturus lanceolatus
Osteichthyes,NC_005836,6-Apr-2004,2004,633,16488,Mola mola
Mammalia,AY584828,18-May-2004,2004,634,16596,Equus caballus
Mammalia,AY612638,18-May-2004,2004,635,16564,Macaca mulatta
Amphibia,NC_008975,28-May-2004,2004,636,19959,Buergeria buergeri
Aves,NC_005931,23-Jun-2004,2004,637,15599,Strigops habroptila
Aves,NC_005932,23-Jun-2004,2004,638,16223,Ninox novaeseelandiae
Aves,NC_005933,23-Jun-2004,2004,639,16870,Anseranas semipalmata
Mammalia,NC_005943,23-Jun-2004,2004,640,16564,Macaca mulatta
Squamata,AB079613,26-Jun-2004,2004,641,17184,Smaug warreni
Squamata,AB079597,26-Jun-2004,2004,642,16218,Rena humilis
Squamata,AB079242,26-Jun-2004,2004,643,17072,Sceloporus occidentalis
Squamata,AB080274,26-Jun-2004,2004,644,16583,Shinisaurus crocodilurus
Squamata,AB080273,26-Jun-2004,2004,645,16016,Abronia graminea
Mammalia,AY126697,30-Jun-2004,2004,646,16341,Bos indicus
Squamata,NC_005958,2-Jul-2004,2004,647,16016,Abronia graminea
Squamata,NC_005962,2-Jul-2004,2004,648,17184,Smaug warreni
Squamata,NC_005961,2-Jul-2004,2004,649,16218,Rena humilis
Squamata,NC_005959,2-Jul-2004,2004,650,16583,Shinisaurus crocodilurus
Squamata,NC_005960,2-Jul-2004,2004,651,17072,Sceloporus occidentalis
Osteichthyes,AB182308,3-Jul-2004,2004,652,16570,Gadus chalcogrammus
Osteichthyes,AB182307,3-Jul-2004,2004,653,16571,Gadus chalcogrammus
Osteichthyes,AB182306,3-Jul-2004,2004,654,16571,Gadus chalcogrammus
Osteichthyes,AB182305,3-Jul-2004,2004,655,16571,Gadus chalcogrammus
Osteichthyes,AB182304,3-Jul-2004,2004,656,16570,Gadus chalcogrammus
Osteichthyes,AB182303,3-Jul-2004,2004,657,16572,Gadus chalcogrammus
Osteichthyes,AB182302,3-Jul-2004,2004,658,16572,Gadus chalcogrammus
Osteichthyes,AB182301,3-Jul-2004,2004,659,16568,Gadus chalcogrammus
Osteichthyes,AB182300,3-Jul-2004,2004,660,16569,Gadus chalcogrammus
Mammalia,NC_005971,12-Jul-2004,2004,661,16341,Bos indicus
Testudines,AY676201,13-Jul-2004,2004,662,16576,Mauremys reevesii
Osteichthyes,AY486321,22-Jul-2004,2004,663,16663,Acanthogobius hasta
Testudines,AY687385,25-Jul-2004,2004,664,17364,Pelodiscus sinensis
Testudines,NC_006082,27-Jul-2004,2004,665,16576,Mauremys reevesii
Mammalia,AY334492,31-Jul-2004,2004,666,16751,Sus scrofa
Mammalia,AY337045,31-Jul-2004,2004,667,16585,Sus scrofa
Osteichthyes,AY694420,1-Aug-2004,2004,668,16580,Carassius auratus x Cyprinus carpio
Testudines,NC_006132,9-Aug-2004,2004,669,17364,Pelodiscus sinensis
Osteichthyes,NC_006131,11-Aug-2004,2004,670,16663,Acanthogobius hasta
Osteichthyes,NC_006136,13-Aug-2004,2004,671,16580,Carassius auratus x Cyprinus carpio
Mammalia,AY702618,17-Aug-2004,2004,672,16359,Bubalus carabanensis
Osteichthyes,AY714387,23-Aug-2004,2004,673,16580,Carassius carassius
Squamata,AY605475,29-Aug-2004,2004,674,17423,Amphisbaena schmidti
